road,id,model_type,name,lat,lon,length
N1,1000825,link,link 413,21.4258604,92.023166,595
N1,1000826,bridge,bridge 413,21.4225549,92.0274438,70
N1,1000827,link,link 414,21.4223188,92.0276521,10
N1,1000828,bridge,bridge 414,21.4220827,92.0278604,326
N1,1000829,link,link 415,21.4199716,92.0302493,265
N1,1000830,bridge,bridge 415,21.4191104,92.032416,449
N1,1000831,link,link 416,21.4178052,92.0338606,10
N1,1000832,bridge,bridge 416,21.4165,92.0353052,182
N1,1000833,link,link 417,21.416069450000002,92.03601355,10
N1,1000834,bridge,bridge 417,21.4156389,92.0367219,134
N1,1000835,link,link 418,21.4150556,92.037833,235
N1,1000836,bridge,bridge 418,21.4135833,92.0393886,367
N1,1000837,link,link 419,21.41281945,92.0394858,10
N1,1000838,bridge,bridge 419,21.4120556,92.039583,171
N1,1000839,link,link 420,21.4117778,92.0416941,10
N1,1000840,bridge,bridge 420,21.4115,92.0438052,211
N1,1000841,link,link 421,21.410902800000002,92.04455519999999,10
N1,1000842,bridge,bridge 421,21.4103056,92.0453052,57
N1,1000843,link,link 422,21.4101111,92.0458052,242
N1,1000844,bridge,bridge 422,21.41025,92.0480552,324
N1,1000845,link,link 423,21.41029165,92.04944425,10
N1,1000846,bridge,bridge 423,21.4103333,92.0508333,272
N1,1000847,link,link 424,21.409875,92.05201385,10
N1,1000848,bridge,bridge 424,21.4094167,92.0531944,180
N1,1000849,link,link 425,21.4090833,92.05475,210
N1,1000850,bridge,bridge 425,21.4079722,92.056,168
N1,1000851,link,link 426,21.4073472,92.0565278,10
N1,1000852,bridge,bridge 426,21.4067222,92.0570556,293
N1,1000853,link,link 427,21.40629165,92.05823615,10
N1,1000854,bridge,bridge 427,21.4058611,92.0594167,267
N1,1000855,link,link 428,21.4040556,92.0619722,157
N1,1000856,bridge,bridge 428,21.4039167,92.0628333,480
N1,1000857,link,link 429,21.4024028,92.0643472,10
N1,1000858,bridge,bridge 429,21.4008889,92.0658611,262
N1,1000859,link,link 430,21.3997915,92.06620835000001,10
N1,1000860,bridge,bridge 430,21.3986941,92.0665556,180
N1,1000861,link,link 431,21.397930199999998,92.0667219,10
N1,1000862,bridge,bridge 431,21.3971663,92.0668882,19
N1,1000863,link,link 432,21.3969719,92.066916,435
N1,1000864,bridge,bridge 432,21.393333,92.068166,484
N1,1000865,link,link 433,21.391221899999998,92.06842990000001,10
N1,1000866,bridge,bridge 433,21.3891108,92.0686938,74
N1,1000867,link,link 434,21.3885274,92.0692771,147
N1,1000868,bridge,bridge 434,21.3873052,92.0697771,176
N1,1000869,link,link 435,21.3865969,92.07011045,10
N1,1000870,bridge,bridge 435,21.3858886,92.0704438,152
N1,1000871,link,link 436,21.3852358,92.07047155000001,10
N1,1000872,bridge,bridge 436,21.384583,92.0704993,76
N1,1000873,link,link 437,21.38426355,92.07054099999999,10
N1,1000874,bridge,bridge 437,21.3839441,92.0705827,151
N1,1000875,link,link 438,21.38331895,92.0708049,10
N1,1000876,bridge,bridge 438,21.3826938,92.0710271,168
N1,1000877,link,link 439,21.38199935,92.07105490000001,10
N1,1000878,bridge,bridge 439,21.3813049,92.0710827,29
N1,1000879,link,link 440,21.38120765,92.0710827,10
N1,1000880,bridge,bridge 440,21.3811104,92.0710827,179
N1,1000881,link,link 441,21.3796104,92.0706104,91
N1,1000882,bridge,bridge 441,21.378916,92.0703327,153
N1,1000883,link,link 442,21.37824935,92.07034655,10
N1,1000884,bridge,bridge 442,21.3775827,92.0703604,38
N1,1000885,link,link 443,21.377485450000002,92.0704854,10
N1,1000886,bridge,bridge 443,21.3773882,92.0706104,182
N1,1000887,link,link 444,21.3768049,92.07120765,10
N1,1000888,bridge,bridge 444,21.3762216,92.0718049,164
N1,1000889,link,link 445,21.37573545,92.072291,10
N1,1000890,bridge,bridge 445,21.3752493,92.0727771,115
N1,1000891,link,link 446,21.375013199999998,92.07313819999999,10
N1,1000892,bridge,bridge 446,21.3747771,92.0734993,64
N1,1000893,link,link 447,21.374665999999998,92.07373544999999,10
N1,1000894,bridge,bridge 447,21.3745549,92.0739716,173
N1,1000895,link,link 448,21.374402099999998,92.07474934999999,10
N1,1000896,bridge,bridge 448,21.3742493,92.0755271,16
N1,1000897,link,link 449,21.3742493,92.0756938,158
N1,1000898,bridge,bridge 449,21.3736938,92.0768327,82
N1,1000899,link,link 450,21.3734438,92.0770827,10
N1,1000900,bridge,bridge 450,21.3731938,92.0773327,228
N1,1000901,link,link 451,21.37234655,92.0779438,10
N1,1000902,bridge,bridge 451,21.3714993,92.0785549,206
N1,1000903,link,link 452,21.370666,92.07908265,10
N1,1000904,bridge,bridge 452,21.3698327,92.0796104,262
N1,1000905,link,link 453,21.36886045,92.07997155000001,10
N1,1000906,bridge,bridge 453,21.3678882,92.0803327,134
N1,1000907,link,link 454,21.367416,92.08055490000001,10
N1,1000908,bridge,bridge 454,21.3669438,92.0807771,84
N1,1000909,link,link 455,21.3662778,92.0810549,63
N1,1000910,bridge,bridge 455,21.3657222,92.0812771,151
N1,1000911,link,link 456,21.36506945,92.08134655,10
N1,1000912,bridge,bridge 456,21.3644167,92.081416,341
N1,1000913,link,link 457,21.36295835,92.0810271,10
N1,1000914,bridge,bridge 457,21.3615,92.0806382,427
N1,1000915,link,link 458,21.35979165,92.07983265,10
N1,1000916,bridge,bridge 458,21.3580833,92.0790271,44
N1,1000917,link,link 459,21.35775,92.0790271,63
N1,1000918,bridge,bridge 459,21.3571944,92.0791104,96
N1,1000919,link,link 460,21.35676385,92.07909655,10
N1,1000920,bridge,bridge 460,21.3563333,92.0790827,125
N1,1000921,link,link 461,21.35579165,92.0790827,10
N1,1000922,bridge,bridge 461,21.35525,92.0790827,305
N1,1000923,link,link 462,21.35395835,92.0787077,10
N1,1000924,bridge,bridge 462,21.3526667,92.0783327,416
N1,1000925,link,link 463,21.3490552,92.0784716,312
N1,1000926,bridge,bridge 463,21.3463608,92.0790271,561
N1,1000927,link,link 464,21.34393025,92.0789299,10
N1,1000928,bridge,bridge 464,21.3414997,92.0788327,122
N1,1000929,link,link 465,21.3404997,92.0784993,267
N1,1000930,bridge,bridge 465,21.3381941,92.078916,657
N1,1000931,link,link 466,21.33533285,92.07899935,10
N1,1000932,bridge,bridge 466,21.3324716,92.0790827,163
N1,1000933,link,link 467,21.3311104,92.0788604,158
N1,1000934,bridge,bridge 467,21.3297771,92.0787771,860
N1,1000935,link,link 468,21.324666,92.084583,105
N1,1000936,bridge,bridge 468,21.3241104,92.085333,564
N1,1000937,link,link 469,21.32242985,92.0873191,10
N1,1000938,bridge,bridge 469,21.3207493,92.0893052,336
N1,1000939,link,link 470,21.3187493,92.0916108,115
N1,1000940,bridge,bridge 470,21.3179438,92.0921663,101
N1,1000941,link,link 471,21.317666,92.0930274,713
N1,1000942,bridge,bridge 471,21.3125,92.096333,76
N1,1000943,link,link 472,21.3120278,92.0969163,979
N1,1000944,bridge,bridge 472,21.3039722,92.0967497,23
N1,1000945,link,link 473,21.3037778,92.0968052,555
N1,1000946,bridge,bridge 473,21.2989441,92.0976108,425
N1,1000947,link,link 474,21.297291350000002,92.09849969999999,10
N1,1000948,bridge,bridge 474,21.2956386,92.0993886,81
N1,1000949,link,link 475,21.2949163,92.0994163,1238
N1,1000950,bridge,bridge 475,21.2839441,92.1005278,136
N1,1000951,link,link 476,21.283360806040267,92.10060383221476,10
N1,1000952,bridge,bridge 476,21.282777512080536,92.10067986442952,440
N1,1000953,link,link 477,21.280930106040266,92.10132603221476,10
N1,1000954,bridge,bridge 477,21.2790827,92.1019722,168
N1,1000955,link,link 478,21.277666,92.1026111,1011
N1,1000956,bridge,bridge 478,21.2694716,92.1066667,291
N1,1000957,link,link 479,21.268666,92.10775000000001,10
N1,1000958,bridge,bridge 479,21.2678604,92.1088333,607
N1,1000959,link,link 480,21.26623575,92.11113885,10
N1,1000960,bridge,bridge 480,21.2646111,92.1134444,89
N1,1000961,link,link 481,21.2641111,92.1140833,14
N1,1000962,bridge,bridge 481,21.2639722,92.1141944,278
N1,1000963,link,link 482,21.263166650000002,92.11518054999999,10
N1,1000964,bridge,bridge 482,21.2623611,92.1161667,733
N1,1000965,link,link 483,21.2580278,92.1214438,223
N1,1000966,bridge,bridge 483,21.2565556,92.122916,252
N1,1000967,link,link 484,21.2557917,92.12374935,10
N1,1000968,bridge,bridge 484,21.2550278,92.1245827,250
N1,1000969,link,link 485,21.2544028,92.12561045000001,10
N1,1000970,bridge,bridge 485,21.2537778,92.1266382,276
N1,1000971,link,link 486,21.2521944,92.1286104,16
N1,1000972,bridge,bridge 486,21.2521111,92.1287493,120
N1,1000973,link,link 487,21.25129165,92.1297493,10
N1,1000974,bridge,bridge 487,21.2504722,92.1307493,870
N1,1000975,link,link 488,21.2492776,92.13243005000001,10
N1,1000976,bridge,bridge 488,21.248083,92.1341108,54
N1,1000977,link,link 489,21.2462219,92.1364719,682
N1,1000978,bridge,bridge 489,21.242333,92.1413608,324
N1,1000979,link,link 490,21.2412497,92.1440552,3252
N1,1000980,bridge,bridge 490,21.2261382,92.1611667,209
N1,1000981,link,link 491,21.22523545,92.16130555,10
N1,1000982,bridge,bridge 491,21.2243327,92.1614444,527
N1,1000983,link,link 492,21.2198049,92.1618611,400
N1,1000984,bridge,bridge 492,21.2165556,92.1626944,302
N1,1000985,link,link 493,21.2159167,92.1638333,10
N1,1000986,bridge,bridge 493,21.2152778,92.1649722,195
N1,1000987,link,link 494,21.2147778,92.1658191,10
N1,1000988,bridge,bridge 494,21.2142778,92.166666,106
N1,1000989,link,link 495,21.21375,92.1674438,127
N1,1000990,bridge,bridge 495,21.2127222,92.1678882,243
N1,1000991,link,link 496,21.21165275,92.16801319999999,10
N1,1000992,bridge,bridge 496,21.2105833,92.1681382,100
N1,1000993,link,link 497,21.21013885,92.1682771,10
N1,1000994,bridge,bridge 497,21.2096944,92.168416,536
N1,1000995,link,link 498,21.2056389,92.1703327,526
N1,1000996,bridge,bridge 498,21.2011389,92.170416,247
N1,1000997,link,link 499,21.200069300000003,92.1703882,10
N1,1000998,bridge,bridge 499,21.1989997,92.1703604,125
N1,1000999,link,link 500,21.1977219,92.1705549,160
N1,1001000,bridge,bridge 500,21.1965552,92.1708604,483
N1,1001001,link,link 501,21.1945552,92.17029099999999,10
N1,1001002,bridge,bridge 501,21.1925552,92.1697216,302
N1,1001003,link,link 502,21.191583,92.1688188,10
N1,1001004,bridge,bridge 502,21.1906108,92.167916,173
N1,1001005,link,link 503,21.1897497,92.166666,456
N1,1001006,bridge,bridge 503,21.1866386,92.1638056,313
N1,1001007,link,link 504,21.186291349999998,92.16244445000001,10
N1,1001008,bridge,bridge 504,21.1859441,92.1610833,255
N1,1001009,link,link 505,21.1843052,92.1594167,699
N1,1001010,bridge,bridge 505,21.178666,92.1574722,290
N1,1001011,link,link 506,21.1761938,92.1566111,242
N1,1001012,bridge,bridge 506,21.1742771,92.1557222,281
N1,1001013,link,link 507,21.1730549,92.15543055,10
N1,1001014,bridge,bridge 507,21.1718327,92.1551389,242
N1,1001015,link,link 508,21.1708188,92.1548611,10
N1,1001016,bridge,bridge 508,21.1698049,92.1545833,203
N1,1001017,link,link 509,21.169110449999998,92.15393055,10
N1,1001018,bridge,bridge 509,21.168416,92.1532778,110
N1,1001019,link,link 510,21.1677216,92.1527778,64
N1,1001020,bridge,bridge 510,21.1673327,92.1524167,252
N1,1001021,link,link 511,21.16627745,92.1522917,10
N1,1001022,bridge,bridge 511,21.1652222,92.1521667,226
N1,1001023,link,link 512,21.1642361,92.15219445,10
N1,1001024,bridge,bridge 512,21.16325,92.1522222,88
N1,1001025,link,link 513,21.1628611,92.15225,10
N1,1001026,bridge,bridge 513,21.1624722,92.1522778,235
N1,1001027,link,link 514,21.161444449999998,92.1523889,10
N1,1001028,bridge,bridge 514,21.1604167,92.1525,108
N1,1001029,link,link 515,21.1595,92.1526111,21
N1,1001030,bridge,bridge 515,21.1593056,92.1526111,73
N1,1001031,link,link 516,21.15898615,92.15255555,10
N1,1001032,bridge,bridge 516,21.1586667,92.1525,354
N1,1001033,link,link 517,21.1571528,92.1526389,10
N1,1001034,bridge,bridge 517,21.1556389,92.1527778,216
N1,1001035,link,link 518,21.15470835,92.15281945,10
N1,1001036,bridge,bridge 518,21.1537778,92.1528611,212
N1,1001037,link,link 519,21.1529861,92.15319445,10
N1,1001038,bridge,bridge 519,21.1521944,92.1535278,197
N1,1001039,link,link 520,21.1507222,92.1545,538
N1,1001040,bridge,bridge 520,21.147333,92.1574167,368
N1,1001041,link,link 521,21.145805199999998,92.1580278,10
N1,1001042,bridge,bridge 521,21.1442774,92.1586389,100
N1,1001043,link,link 522,21.1435274,92.1589722,247
N1,1001044,bridge,bridge 522,21.1414997,92.1599167,663
N1,1001045,link,link 523,21.139805250000002,92.1623889,10
N1,1001046,bridge,bridge 523,21.1381108,92.1648611,116
N1,1001047,link,link 524,21.1379719,92.1659167,122
N1,1001048,bridge,bridge 524,21.137833,92.1671104,130
N1,1001049,link,link 525,21.1376941,92.16770765,10
N1,1001050,bridge,bridge 525,21.1375552,92.1683049,271
N1,1001051,link,link 526,21.13738855,92.16959655,10
N1,1001052,bridge,bridge 526,21.1372219,92.1708882,199
N1,1001053,link,link 527,21.13716635,92.17183265,10
N1,1001054,bridge,bridge 527,21.1371108,92.1727771,120
N1,1001055,link,link 528,21.136999699999997,92.17334655,10
N1,1001056,bridge,bridge 528,21.1368886,92.173916,158
N1,1001057,link,link 529,21.1363886,92.1752493,31
N1,1001058,bridge,bridge 529,21.1363608,92.1755549,213
N1,1001059,link,link 530,21.1358747,92.17631879999999,10
N1,1001060,bridge,bridge 530,21.1353886,92.1770827,493
N1,1001061,link,link 531,21.1343886,92.17888825,10
N1,1001062,bridge,bridge 531,21.1333886,92.1806938,193
N1,1001063,link,link 532,21.133166199999998,92.18156880000001,10
N1,1001064,bridge,bridge 532,21.1329438,92.1824438,96
N1,1001065,link,link 533,21.1326938,92.183333,159
N1,1001066,bridge,bridge 533,21.1319716,92.1846108,174
N1,1001067,link,link 534,21.131471599999998,92.18515245,10
N1,1001068,bridge,bridge 534,21.1309716,92.1856941,665
N1,1001069,link,link 535,21.1269438,92.1902219,12
N1,1001070,bridge,bridge 535,21.1268327,92.1902774,336
N1,1001071,link,link 536,21.1255549,92.19108299999999,10
N1,1001072,bridge,bridge 536,21.1242771,92.1918886,40
N1,1001073,link,link 537,21.1241382,92.19194415,10
N1,1001074,bridge,bridge 537,21.1239993,92.1919997,134
N1,1001075,link,link 538,21.1234993,92.19233299999999,10
N1,1001076,bridge,bridge 538,21.1229993,92.1926663,112
N1,1001077,link,link 539,21.12258265,92.1929302,10
N1,1001078,bridge,bridge 539,21.122166,92.1931941,84
N1,1001079,link,link 540,21.12183265,92.19337465000001,10
N1,1001080,bridge,bridge 540,21.1214993,92.1935552,283
N1,1001081,link,link 541,21.1198604,92.1954719,110
N1,1001082,bridge,bridge 541,21.1190827,92.1960274,192
N1,1001083,link,link 542,21.1183327,92.19634685,10
N1,1001084,bridge,bridge 542,21.1175827,92.1966663,127
N1,1001085,link,link 543,21.11704135,92.1967913,10
N1,1001086,bridge,bridge 543,21.1165,92.1969163,51
N1,1001087,link,link 544,21.11631945,92.196958,10
N1,1001088,bridge,bridge 544,21.1161389,92.1969997,38
N1,1001089,link,link 545,21.1158333,92.1971386,86
N1,1001090,bridge,bridge 545,21.1151667,92.1975552,454
N1,1001091,link,link 546,21.1121111,92.2002778,47
N1,1001092,bridge,bridge 546,21.1118611,92.2006389,314
N1,1001093,link,link 547,21.110458350000002,92.20258335,10
N1,1001094,bridge,bridge 547,21.1090556,92.2045278,430
N1,1001095,link,link 548,21.10844445,92.20519445,10
N1,1001096,bridge,bridge 548,21.1078333,92.2058611,197
N1,1001097,link,link 549,21.1078333,92.20640275,10
N1,1001098,bridge,bridge 549,21.1078333,92.2069444,69
N1,1001099,link,link 550,21.1058333,92.20725,64
N1,1001100,bridge,bridge 550,21.1053611,92.2073889,120
N1,1001101,link,link 551,21.1048611,92.20745835,10
N1,1001102,bridge,bridge 551,21.1043611,92.2075278,206
N1,1001103,link,link 552,21.103499999999997,92.2076528,10
N1,1001104,bridge,bridge 552,21.1026389,92.2077778,171
N1,1001105,link,link 553,21.101958349999997,92.20795835,10
N1,1001106,bridge,bridge 553,21.1012778,92.2081389,220
N1,1001107,link,link 554,21.1004582,92.2086528,10
N1,1001108,bridge,bridge 554,21.0996386,92.2091667,284
N1,1001109,link,link 555,21.0975552,92.2105,28
N1,1001110,bridge,bridge 555,21.097333,92.2106111,399
N1,1001111,link,link 556,21.09563855,92.2112361,10
N1,1001112,bridge,bridge 556,21.0939441,92.2118611,194
N1,1001113,link,link 557,21.09312465,92.21209719999999,10
N1,1001114,bridge,bridge 557,21.0923052,92.2123333,235
N1,1001115,link,link 558,21.0913191,92.21263884999999,10
N1,1001116,bridge,bridge 558,21.090333,92.2129444,143
N1,1001117,link,link 559,21.0891941,92.2135,346
N1,1001118,bridge,bridge 559,21.0864997,92.2151111,68
N1,1001119,link,link 560,21.086221899999998,92.21525,10
N1,1001120,bridge,bridge 560,21.0859441,92.2153889,252
N1,1001121,link,link 561,21.08490245,92.21575,10
N1,1001122,bridge,bridge 561,21.0838608,92.2161111,332
N1,1001123,link,link 562,21.0811104,92.2169438,105
N1,1001124,bridge,bridge 562,21.0803049,92.2174993,261
N1,1001125,link,link 563,21.079318800000003,92.21806875,10
N1,1001126,bridge,bridge 563,21.0783327,92.2186382,58
N1,1001127,link,link 564,21.07812435,92.21881875,10
N1,1001128,bridge,bridge 564,21.077916,92.2189993,259
N1,1001129,link,link 565,21.07723545,92.2199993,10
N1,1001130,bridge,bridge 565,21.0765549,92.2209993,259
N1,1001131,link,link 566,21.075541,92.2215271,10
N1,1001132,bridge,bridge 566,21.0745271,92.2220549,146
N1,1001133,link,link 567,21.0735271,92.2226104,110
N1,1001134,bridge,bridge 567,21.0728327,92.2232216,181
N1,1001135,link,link 568,21.07224935,92.2237216,10
N1,1001136,bridge,bridge 568,21.071666,92.2242216,312
N1,1001137,link,link 569,21.0703882,92.2244299,10
N1,1001138,bridge,bridge 569,21.0691104,92.2246382,250
N1,1001139,link,link 570,21.0679993,92.2246243,10
N1,1001140,bridge,bridge 570,21.0668882,92.2246104,146
N1,1001141,link,link 571,21.0655833,92.2245549,77
N1,1001142,bridge,bridge 571,21.0650556,92.2245271,261
N1,1001143,link,link 572,21.064027799999998,92.2250132,10
N1,1001144,bridge,bridge 572,21.063,92.2254993,187
N1,1001145,link,link 573,21.062277799999997,92.2258882,10
N1,1001146,bridge,bridge 573,21.0615556,92.2262771,204
N1,1001147,link,link 574,21.0606667,92.22633265,10
N1,1001148,bridge,bridge 574,21.0597778,92.2263882,356
N1,1001149,link,link 575,21.0565833,92.2266104,184
N1,1001150,bridge,bridge 575,21.0549722,92.2268049,648
N1,1001151,link,link 576,21.05316665,92.22852710000001,10
N1,1001152,bridge,bridge 576,21.0513611,92.2302493,162
N1,1001153,link,link 577,21.0513056,92.2317493,64
N1,1001154,bridge,bridge 577,21.0512778,92.2323327,189
N1,1001155,link,link 578,21.051000000000002,92.23309675,10
N1,1001156,bridge,bridge 578,21.0507222,92.2338608,327
N1,1001157,link,link 579,21.04933315,92.23424969999999,10
N1,1001158,bridge,bridge 579,21.0479441,92.2346386,381
N1,1001159,link,link 580,21.046319099999998,92.23516635,10
N1,1001160,bridge,bridge 580,21.0446941,92.2356941,86
N1,1001161,link,link 581,21.0439163,92.2359441,396
N1,1001162,bridge,bridge 581,21.0407497,92.2374997,540
N1,1001163,link,link 582,21.03855525,92.2385969,10
N1,1001164,bridge,bridge 582,21.0363608,92.2396941,311
N1,1001165,link,link 583,21.0338608,92.2407774,203
N1,1001166,bridge,bridge 583,21.0321104,92.241083,233
N1,1001167,link,link 584,21.031082650000002,92.2412219,10
N1,1001168,bridge,bridge 584,21.0300549,92.2413608,353
N1,1001169,link,link 585,21.02849935,92.24152745,10
N1,1001170,bridge,bridge 585,21.0269438,92.2416941,209
N1,1001171,link,link 586,21.0249993,92.2418608,243
N1,1001172,bridge,bridge 586,21.0228882,92.2420274,519
N1,1001173,link,link 587,21.0186104,92.2431386,206
N1,1001174,bridge,bridge 587,21.0169993,92.2440274,256
N1,1001175,link,link 588,21.016041299999998,92.2446802,10
N1,1001176,bridge,bridge 588,21.0150833,92.245333,606
N1,1001177,link,link 589,21.0107222,92.2487219,91
N1,1001178,bridge,bridge 589,21.0101389,92.2492497,316
N1,1001179,link,link 590,21.0090139,92.25012484999999,10
N1,1001180,bridge,bridge 590,21.0078889,92.251,200
N1,1001181,link,link 591,21.007166650000002,92.25154165000001,10
N1,1001182,bridge,bridge 591,21.0064444,92.2520833,424
N1,1001183,link,link 592,21.0029444,92.2531944,444
N1,1001184,bridge,bridge 592,20.9990274,92.2537778,552
N1,1001185,link,link 593,20.99663855,92.2541528,10
N1,1001186,bridge,bridge 593,20.9942497,92.2545278,33
N1,1001187,link,link 594,20.9940274,92.2546111,742
N1,1001188,bridge,bridge 594,20.9875274,92.2545556,276
N1,1001189,link,link 595,20.9852774,92.2536389,891
N1,1001190,bridge,bridge 595,20.9778049,92.25075,108
N1,1001191,link,link 596,20.9769438,92.2502222,860
N1,1001192,bridge,bridge 596,20.9697216,92.2485552,174
N1,1001193,link,link 597,20.9682771,92.2488052,118
N1,1001194,bridge,bridge 597,20.9673604,92.2491663,379
N1,1001195,link,link 598,20.96611075,92.25034705,10
N1,1001196,bridge,bridge 598,20.9648611,92.2515278,322
N1,1001197,link,link 599,20.96356945,92.25220835,10
N1,1001198,bridge,bridge 599,20.9622778,92.2528889,199
N1,1001199,link,link 600,20.9606389,92.2535,302
N1,1001200,bridge,bridge 600,20.9580833,92.2543056,169
N1,1001201,link,link 601,20.957375,92.2545556,10
N1,1001202,bridge,bridge 601,20.9566667,92.2548056,336
N1,1001203,link,link 602,20.955277799999998,92.2553889,10
N1,1001204,bridge,bridge 602,20.9538889,92.2559722,93
N1,1001205,link,link 603,20.9535278,92.256125,10
N1,1001206,bridge,bridge 603,20.9531667,92.2562778,120
N1,1001207,link,link 604,20.95270835,92.25644445,10
N1,1001208,bridge,bridge 604,20.95225,92.2566111,15
N1,1001209,link,link 605,20.9521667,92.2566944,335
N1,1001210,bridge,bridge 605,20.94957125079681,92.25817740896414,166
N1,1001211,link,link 606,20.948924325398405,92.25854705448208,10
N1,1001212,bridge,bridge 606,20.9482774,92.2589167,376
N1,1001213,link,link 607,20.94709685,92.259625,10
N1,1001214,bridge,bridge 607,20.9459163,92.2603333,186
N1,1001215,link,link 608,20.9445552,92.2603333,99
N1,1001216,bridge,bridge 608,20.9436941,92.2603056,751
N1,1001217,link,link 609,20.940541349999997,92.26131945,10
N1,1001218,bridge,bridge 609,20.9373886,92.2623333,149
N1,1001219,link,link 610,20.9361663,92.2628611,12
N1,1001220,bridge,bridge 610,20.9361108,92.2628611,165
N1,1001221,link,link 611,20.93538855,92.2630139,10
N1,1001222,bridge,bridge 611,20.9346663,92.2631667,40
N1,1001223,link,link 612,20.93449965,92.26320835,10
N1,1001224,bridge,bridge 612,20.934333,92.26325,149
N1,1001225,link,link 613,20.93369395,92.263375,10
N1,1001226,bridge,bridge 613,20.9330549,92.2635,388
N1,1001227,link,link 614,20.93136045,92.26380555,10
N1,1001228,bridge,bridge 614,20.929666,92.2641111,293
N1,1001229,link,link 615,20.9270827,92.2644444,380
N1,1001230,bridge,bridge 615,20.9238882,92.2653889,581
N1,1001231,link,link 616,20.92173545,92.26690245,10
N1,1001232,bridge,bridge 616,20.9195827,92.268416,72
N1,1001233,link,link 617,20.919291,92.2685271,10
N1,1001234,bridge,bridge 617,20.9189993,92.2686382,29
N1,1001235,link,link 618,20.9187771,92.2687771,140
N1,1001236,bridge,bridge 618,20.9176382,92.2692493,254
N1,1001237,link,link 619,20.916680200000002,92.2698743,10
N1,1001238,bridge,bridge 619,20.9157222,92.2704993,269
N1,1001239,link,link 620,20.91468055,92.27117985,10
N1,1001240,bridge,bridge 620,20.9136389,92.2718604,83
N1,1001241,link,link 621,20.91345835,92.2720271,10
N1,1001242,bridge,bridge 621,20.9132778,92.2721938,117
N1,1001243,link,link 622,20.91283335,92.2725827,10
N1,1001244,bridge,bridge 622,20.9123889,92.2729716,25
N1,1001245,link,link 623,20.9122222,92.2729438,446
N1,1001246,bridge,bridge 623,20.9088889,92.275166,285
N1,1001247,link,link 624,20.907819449999998,92.27583265,10
N1,1001248,bridge,bridge 624,20.90675,92.2764993,122
N1,1001249,link,link 625,20.9063472,92.27680484999999,10
N1,1001250,bridge,bridge 625,20.9059444,92.2771104,145
N1,1001251,link,link 626,20.9048333,92.277916,16
N1,1001252,bridge,bridge 626,20.9047222,92.2779716,194
N1,1001253,link,link 627,20.904027749999997,92.27845769999999,10
N1,1001254,bridge,bridge 627,20.9033333,92.2789438,103
N1,1001255,link,link 628,20.90302775,92.2791799,10
N1,1001256,bridge,bridge 628,20.9027222,92.279416,310
N1,1001257,link,link 629,20.90152775,92.28006880000001,10
N1,1001258,bridge,bridge 629,20.9003333,92.2807216,149
N1,1001259,link,link 630,20.899888699999998,92.28122160000001,10
N1,1001260,bridge,bridge 630,20.8994441,92.2817216,164
N1,1001261,link,link 631,20.898958,92.282291,10
N1,1001262,bridge,bridge 631,20.8984719,92.2828604,61
N1,1001263,link,link 632,20.8981108,92.2832493,22
N1,1001264,bridge,bridge 632,20.8980274,92.283333,52
N1,1001265,link,link 633,20.897888549999998,92.28351355000001,10
N1,1001266,bridge,bridge 633,20.8977497,92.2836941,209
N1,1001267,link,link 634,20.897333,92.2845691,10
N1,1001268,bridge,bridge 634,20.8969163,92.2854441,79
N1,1001269,link,link 635,20.89673575,92.28576355000001,10
N1,1001270,bridge,bridge 635,20.8965552,92.286083,218
N1,1001271,link,link 636,20.895958,92.28690245,10
N1,1001272,bridge,bridge 636,20.8953608,92.2877219,84
N1,1001273,link,link 637,20.895083,92.287958,10
N1,1001274,bridge,bridge 637,20.8948052,92.2881941,103
N1,1001275,link,link 638,20.8944441,92.28848575,10
N1,1001276,bridge,bridge 638,20.894083,92.2887774,129
N1,1001277,link,link 639,20.8936802,92.289208,10
N1,1001278,bridge,bridge 639,20.8932774,92.2896386,79
N1,1001279,link,link 640,20.8930274,92.28988860000001,10
N1,1001280,bridge,bridge 640,20.8927774,92.2901386,20
N1,1001281,link,link 641,20.8926386,92.2902774,171
N1,1001282,bridge,bridge 641,20.8919163,92.2916663,75
N1,1001283,link,link 642,20.891833,92.2923052,742
N1,1001284,bridge,bridge 642,20.8889163,92.2982497,272
N1,1001285,link,link 643,20.8869441,92.2996386,133
N1,1001286,bridge,bridge 643,20.8858608,92.2991941,473
N1,1001287,link,link 644,20.88394395,92.29848575,10
N1,1001288,bridge,bridge 644,20.8820271,92.2977774,430
N1,1001289,link,link 645,20.8782216,92.2977774,163
N1,1001290,bridge,bridge 645,20.8768604,92.2978886,836
N1,1001291,link,link 646,20.8692771,92.2981386,50
N1,1001292,bridge,bridge 646,20.8688604,92.2982219,427
N1,1001293,link,link 647,20.866944099999998,92.2982358,10
N1,1001294,bridge,bridge 647,20.8650278,92.2982497,220
N1,1001295,link,link 648,20.8629722,92.298083,129
N1,1001296,sink,sink,20.8629167,92.298083,0
