road,id,model_type,name,lat,lon,length
N1,1000144,bridge,bridge 72,23.3586389,91.25325,634
N1,1000145,link,link 73,23.3536944,91.2561389,686
N1,1000146,bridge,bridge 73,23.3486386,91.2599444,313
N1,1000147,link,link 74,23.3463608,91.2616944,1443
N1,1000148,bridge,bridge 74,23.3360274,91.2700549,187
N1,1000149,link,link 75,23.3347219,91.271166,1441
N1,1000150,bridge,bridge 75,23.324166,91.2791104,927
N1,1000151,link,link 76,23.3171382,91.2836941,269
N1,1000152,bridge,bridge 76,23.3149444,91.2844719,617
N1,1000153,link,link 77,23.31229165,91.28530525,10
N1,1000154,bridge,bridge 77,23.3096389,91.2861386,112
N1,1000155,link,link 78,23.3086944,91.2864163,546
N1,1000156,bridge,bridge 78,23.30425,91.288583,453
N1,1000157,link,link 79,23.3006111,91.290333,518
N1,1000158,bridge,bridge 79,23.296083,91.2914997,481
N1,1000159,link,link 80,23.2919163,91.2922219,501
N1,1000160,bridge,bridge 80,23.2876663,91.2936386,498
N1,1000161,link,link 81,23.283583,91.2952219,774
N1,1000162,bridge,bridge 81,23.2787216,91.3002778,225
N1,1000163,link,link 82,23.2768882,91.3011944,1115
N1,1000164,bridge,bridge 82,23.2677493,91.3054722,277
N1,1000165,link,link 83,23.26659685,91.3059583,10
N1,1000166,bridge,bridge 83,23.2654444,91.3064444,202
N1,1000167,link,link 84,23.26455555,91.3065972,10
N1,1000168,bridge,bridge 84,23.2636667,91.30675,404
N1,1000169,link,link 85,23.2601111,91.3072778,155
N1,1000170,bridge,bridge 85,23.2587222,91.3074444,844
N1,1000171,link,link 86,23.2511944,91.3086389,173
N1,1000172,bridge,bridge 86,23.249833,91.3091944,186
N1,1000173,link,link 87,23.249083,91.3095,10
N1,1000174,bridge,bridge 87,23.248333,91.3098056,369
N1,1000175,link,link 88,23.246805199999997,91.3104306,10
N1,1000176,bridge,bridge 88,23.2452774,91.3110556,270
N1,1000177,link,link 89,23.243083,91.3119167,162
N1,1000178,bridge,bridge 89,23.2416941,91.3123611,816
N1,1000179,link,link 90,23.238096900000002,91.3127639,10
N1,1000180,bridge,bridge 90,23.2344997,91.3131667,20
N1,1000181,link,link 91,23.2343052,91.3131667,314
N1,1000182,bridge,bridge 91,23.2314993,91.3132222,447
N1,1000183,link,link 92,23.2295271,91.31337500000001,10
N1,1000184,bridge,bridge 92,23.2275549,91.3135278,237
N1,1000185,link,link 93,23.2253882,91.3135833,777
N1,1000186,bridge,bridge 93,23.2184993,91.3143889,222
N1,1000187,link,link 94,23.2165556,91.3149167,717
N1,1000188,bridge,bridge 94,23.2103056,91.3157222,282
N1,1000189,link,link 95,23.2078889,91.3159722,771
N1,1000190,bridge,bridge 95,23.201,91.3168049,228
N1,1000191,link,link 96,23.1990274,91.3170549,864
N1,1000192,bridge,bridge 96,23.1921108,91.3185549,135
N1,1000193,link,link 97,23.1909997,91.3192493,522
N1,1000194,bridge,bridge 97,23.1866941,91.3212493,477
N1,1000195,link,link 98,23.1826382,91.3210827,613
N1,1000196,bridge,bridge 98,23.1773604,91.3198049,515
N1,1000197,link,link 99,23.172916,91.3205271,546
N1,1000198,bridge,bridge 99,23.1681382,91.3213604,453
N1,1000199,link,link 100,23.1641389,91.3214993,792
N1,1000200,bridge,bridge 100,23.1571667,91.3224993,207
N1,1000201,link,link 101,23.1554167,91.3232771,900
N1,1000202,bridge,bridge 101,23.1480274,91.3264993,99
N1,1000203,link,link 102,23.1471663,91.3266938,420
N1,1000204,bridge,bridge 102,23.1433886,91.326666,579
N1,1000205,link,link 103,23.1382219,91.3263049,102
N1,1000206,bridge,bridge 103,23.1374163,91.3264716,897
N1,1000207,link,link 104,23.1295827,91.3284993,69
N1,1000208,bridge,bridge 104,23.1290827,91.3287216,675
N1,1000209,link,link 105,23.126291000000002,91.3299299,10
N1,1000210,bridge,bridge 105,23.1234993,91.3311382,254
N1,1000211,link,link 106,23.1213327,91.3320549,247
N1,1000212,bridge,bridge 106,23.1193049,91.3329993,27
N1,1000213,link,link 107,23.1191382,91.3330827,1075
N1,1000214,bridge,bridge 107,23.1108056,91.3381386,719
N1,1000215,link,link 108,23.107958349999997,91.3397497,10
N1,1000216,bridge,bridge 108,23.1051111,91.3413608,204
N1,1000217,link,link 109,23.1035,91.3422497,367
N1,1000218,bridge,bridge 109,23.1005833,91.3437774,550
N1,1000219,link,link 110,23.0983887,91.34494409999999,10
N1,1000220,bridge,bridge 110,23.0961941,91.3461108,81
N1,1000221,link,link 111,23.095583,91.3464441,688
N1,1000222,bridge,bridge 111,23.0901108,91.3494163,311
N1,1000223,link,link 112,23.0876108,91.3508889,344
N1,1000224,bridge,bridge 112,23.0849719,91.3524722,527
N1,1000225,link,link 113,23.0828884,91.35366665,10
N1,1000226,bridge,bridge 113,23.0808049,91.3548611,210
N1,1000227,link,link 114,23.0792493,91.3558333,765
N1,1000228,bridge,bridge 114,23.0732493,91.3594167,234
N1,1000229,link,link 115,23.0712493,91.3599722,885
N1,1000230,bridge,bridge 115,23.0636944,91.3616389,18
N1,1000231,link,link 116,23.0635278,91.3616389,2328
N1,1000232,bridge,bridge 116,23.0427774,91.3654444,336
N1,1000233,link,link 117,23.0398052,91.3656111,1203
N1,1000234,bridge,bridge 117,23.029416,91.3656389,287
N1,1000235,link,link 118,23.0269716,91.3655,1151
N1,1000236,bridge,bridge 118,23.0185271,91.3708327,723
N1,1000237,link,link 119,23.016305199999998,91.37340215,10
N1,1000238,bridge,bridge 119,23.0140833,91.3759716,125
N1,1000239,link,link 120,23.0132778,91.3769438,3106
N1,1000240,bridge,bridge 120,22.9961941,91.4005,939
N1,1000241,link,link 121,22.9906941,91.4072222,4830
N1,1000242,bridge,bridge 121,22.9624167,91.4416941,219
N1,1000243,link,link 122,22.9611667,91.4433886,6350
N1,1000244,bridge,bridge 122,22.9496663,91.5007778,719
N1,1000245,link,link 123,22.9482774,91.50725,4134
N1,1000246,bridge,bridge 123,22.9156667,91.5259438,865
N1,1000247,link,link 124,22.9085833,91.5294993,463
N1,1000248,bridge,bridge 124,22.9046667,91.5314438,536
N1,1000249,link,link 125,22.9003333,91.5333608,937
N1,1000250,bridge,bridge 125,22.8921663,91.5353052,62
N1,1000251,link,link 126,22.8916386,91.5354719,1000
N1,1000252,bridge,bridge 126,22.8829993,91.5381663,914
N1,1000253,link,link 127,22.87908265,91.5394441,10
N1,1000254,bridge,bridge 127,22.875166,91.5407219,85
N1,1000255,link,link 128,22.8744438,91.5409719,162
N1,1000256,bridge,bridge 128,22.8731382,91.5414441,556
N1,1000257,link,link 129,22.870777099999998,91.5423052,10
N1,1000258,bridge,bridge 129,22.868416,91.5431663,281
N1,1000259,link,link 130,22.8661111,91.5439997,575
N1,1000260,bridge,bridge 130,22.86111772310757,91.54512584501992,177
N1,1000261,link,link 131,22.860350511553783,91.54529887250996,10
N1,1000262,bridge,bridge 131,22.8595833,91.5454719,246
N1,1000263,link,link 132,22.8575556,91.5456386,164
N1,1000264,bridge,bridge 132,22.856,91.5457219,113
N1,1000265,link,link 133,22.8555278,91.54577745,10
N1,1000266,bridge,bridge 133,22.8550556,91.545833,721
N1,1000267,link,link 134,22.8486663,91.5463608,16
N1,1000268,bridge,bridge 134,22.8485274,91.5463886,390
N1,1000269,link,link 135,22.846874649999997,91.546958,10
N1,1000270,bridge,bridge 135,22.8452219,91.5475274,240
N1,1000271,link,link 136,22.8442358,91.54787465000001,10
N1,1000272,bridge,bridge 136,22.8432497,91.5482219,352
N1,1000273,link,link 137,22.8401941,91.5490552,313
N1,1000274,bridge,bridge 137,22.8372497,91.5492497,686
N1,1000275,link,link 138,22.8313882,91.5503611,872
N1,1000276,bridge,bridge 138,22.8239438,91.5528333,127
N1,1000277,link,link 139,22.8228049,91.5531389,1340
N1,1000278,bridge,bridge 139,22.8110556,91.5563889,406
N1,1000279,link,link 140,22.809527799999998,91.55715280000001,10
N1,1000280,bridge,bridge 140,22.808,91.5579167,252
N1,1000281,link,link 141,22.8069861,91.55841670000001,10
N1,1000282,bridge,bridge 141,22.8059722,91.5589167,1
N1,1000283,link,link 142,22.8059444,91.5589167,155
N1,1000284,bridge,bridge 142,22.8045833,91.5591111,844
N1,1000285,link,link 143,22.7974719,91.5613611,492
N1,1000286,bridge,bridge 143,22.7934163,91.5633333,472
N1,1000287,link,link 144,22.791513549999998,91.56438885,10
N1,1000288,bridge,bridge 144,22.7896108,91.5654444,34
N1,1000289,link,link 145,22.7893608,91.5655833,993
N1,1000290,bridge,bridge 145,22.7813327,91.5695271,6
N1,1000291,link,link 146,22.7812216,91.5695827,15
N1,1000292,bridge,bridge 146,22.7811382,91.5696382,485
N1,1000293,link,link 147,22.7771104,91.5713327,474
N1,1000294,bridge,bridge 147,22.7732771,91.5733604,24
N1,1000295,link,link 148,22.7730271,91.5734716,468
N1,1000296,bridge,bridge 148,22.7693604,91.5756104,2
N1,1000297,link,link 149,22.7677774,91.57680485,10
N1,1000298,bridge,bridge 149,22.7661944,91.5779993,528
N1,1000299,link,link 150,22.7654722,91.5785549,453
N1,1000300,bridge,bridge 150,22.7621944,91.5811382,546
N1,1000301,link,link 151,22.7585278,91.5845274,819
N1,1000302,bridge,bridge 151,22.7526389,91.5893608,180
N1,1000303,link,link 152,22.7513333,91.5903608,231
N1,1000304,bridge,bridge 152,22.7496386,91.5916386,768
N1,1000305,link,link 153,22.7435552,91.5949163,32
N1,1000306,bridge,bridge 153,22.7433052,91.5950274,967
N1,1000307,link,link 154,22.7349997,91.5979441,12
N1,1000308,bridge,bridge 154,22.7349163,91.5979719,987
N1,1000309,link,link 155,22.7263882,91.6007778,539
N1,1000310,bridge,bridge 155,22.7221104,91.6030833,460
N1,1000311,link,link 156,22.7185549,91.6053056,260
N1,1000312,bridge,bridge 156,22.7165556,91.6065556,74
N1,1000313,link,link 157,22.7162778,91.60673614999999,10
N1,1000314,bridge,bridge 157,22.716,91.6069167,215
N1,1000315,link,link 158,22.7143889,91.6079444,256
N1,1000316,bridge,bridge 158,22.7124167,91.6090556,606
N1,1000317,link,link 159,22.7100139,91.6104306,10
N1,1000318,bridge,bridge 159,22.7076111,91.6118056,137
N1,1000319,link,link 160,22.7065556,91.6123611,67
N1,1000320,bridge,bridge 160,22.706,91.6126944,342
N1,1000321,link,link 161,22.704652799999998,91.61345829999999,10
N1,1000322,bridge,bridge 161,22.7033056,91.6142222,381
N1,1000323,link,link 162,22.7017639,91.61500000000001,10
N1,1000324,bridge,bridge 162,22.7002222,91.6157778,219
N1,1000325,link,link 163,22.6984997,91.616666,783
N1,1000326,bridge,bridge 163,22.6919719,91.6198604,216
N1,1000327,link,link 164,22.6904163,91.6205271,98
N1,1000328,bridge,bridge 164,22.689583,91.6208327,543
N1,1000329,link,link 165,22.687333,91.6218327,10
N1,1000330,bridge,bridge 165,22.685083,91.6228327,317
N1,1000331,link,link 166,22.6825549,91.6241938,669
N1,1000332,bridge,bridge 166,22.6769438,91.6268327,230
N1,1000333,link,link 167,22.676040999999998,91.62713825,10
N1,1000334,bridge,bridge 167,22.6751382,91.6274438,99
N1,1000335,link,link 168,22.6743049,91.6277493,251
N1,1000336,bridge,bridge 168,22.6722493,91.6285271,506
N1,1000337,link,link 169,22.67005485,91.62931875000001,10
N1,1000338,bridge,bridge 169,22.6678604,91.6301104,370
N1,1000339,link,link 170,22.6649167,91.6315549,137
N1,1000340,bridge,bridge 170,22.6638333,91.6321382,540
N1,1000341,link,link 171,22.661749999999998,91.63343005,10
N1,1000342,bridge,bridge 171,22.6596667,91.6347219,322
N1,1000343,link,link 172,22.6571389,91.636333,356
N1,1000344,bridge,bridge 172,22.6543889,91.6381386,208
N1,1000345,link,link 173,22.653583349999998,91.63865245,10
N1,1000346,bridge,bridge 173,22.6527778,91.6391663,411
N1,1000347,link,link 174,22.6494997,91.640833,67
N1,1000348,bridge,bridge 174,22.6489997,91.6411108,462
N1,1000349,link,link 175,22.64713855,91.64208300000001,10
N1,1000350,bridge,bridge 175,22.6452774,91.6430552,469
N1,1000351,link,link 176,22.641583,91.6451108,974
N1,1000352,bridge,bridge 176,22.6338608,91.6494719,86
N1,1000353,link,link 177,22.6330827,91.649833,134
N1,1000354,bridge,bridge 177,22.6320271,91.6503889,782
N1,1000355,link,link 178,22.62897155,91.65226390000001,10
N1,1000356,bridge,bridge 178,22.625916,91.6541389,82
N1,1000357,link,link 179,22.6252216,91.6545278,218
N1,1000358,bridge,bridge 179,22.6234716,91.6553056,332
N1,1000359,link,link 180,22.6220827,91.65583335,10
N1,1000360,bridge,bridge 180,22.6206938,91.6563611,163
N1,1000361,link,link 181,22.62009655,91.65662499999999,10
N1,1000362,bridge,bridge 181,22.6194993,91.6568889,272
N1,1000363,link,link 182,22.618513200000002,91.65756945,10
N1,1000364,bridge,bridge 182,22.6175271,91.65825,91
N1,1000365,link,link 183,22.6169716,91.65875,15
N1,1000366,bridge,bridge 183,22.6168604,91.6588611,611
N1,1000367,link,link 184,22.61462465,91.66054165,10
N1,1000368,bridge,bridge 184,22.6123889,91.6622222,372
N1,1000369,link,link 185,22.6094444,91.6638333,72
N1,1000370,bridge,bridge 185,22.6088889,91.6641111,951
N1,1000371,link,link 186,22.6015833,91.6688327,129
N1,1000372,bridge,bridge 186,22.601,91.6692771,115
N1,1000373,link,link 187,22.600527800000002,91.66961045,10
N1,1000374,bridge,bridge 187,22.6000556,91.6699438,48
N1,1000375,link,link 188,22.599749850000002,91.67012435000001,10
N1,1000376,bridge,bridge 188,22.5994441,91.6703049,681
N1,1000377,link,link 189,22.596833,91.67204100000001,10
N1,1000378,bridge,bridge 189,22.5942219,91.6737771,25
N1,1000379,link,link 190,22.5939997,91.6738327,407
N1,1000380,bridge,bridge 190,22.5907497,91.6754716,757
N1,1000381,link,link 191,22.584583,91.6780827,116
N1,1000382,bridge,bridge 191,22.5836663,91.6784716,368
N1,1000383,link,link 192,22.580666,91.6799438,331
N1,1000384,bridge,bridge 192,22.5779438,91.6811382,182
N1,1000385,link,link 193,22.5763604,91.6818049,377
N1,1000386,bridge,bridge 193,22.5731938,91.6830827,622
N1,1000387,link,link 194,22.5679716,91.6846941,177
N1,1000388,bridge,bridge 194,22.5664722,91.6851663,275
N1,1000389,link,link 195,22.565305549999998,91.68554130000001,10
N1,1000390,bridge,bridge 195,22.5641389,91.6859163,230
N1,1000391,link,link 196,22.56330555,91.68613855000001,10
N1,1000392,bridge,bridge 196,22.5624722,91.6863608,316
N1,1000393,link,link 197,22.5594444,91.6872219,1082
N1,1000394,bridge,bridge 197,22.5503056,91.6902774,855
N1,1000395,link,link 198,22.5438886,91.6945274,118
N1,1000396,bridge,bridge 198,22.5428608,91.6950274,882
N1,1000397,link,link 199,22.5354997,91.6979441,90
N1,1000398,bridge,bridge 199,22.5347774,91.698333,909
N1,1000399,link,link 200,22.5273049,91.7019444,956
N1,1000400,bridge,bridge 200,22.519416,91.7053611,82
N1,1000401,link,link 201,22.5187216,91.7055556,276
N1,1000402,bridge,bridge 201,22.5165556,91.7065833,227
N1,1000403,link,link 202,22.5156389,91.70701385000001,10
N1,1000404,bridge,bridge 202,22.5147222,91.7074444,193
N1,1000405,link,link 203,22.51393055,91.70776384999999,10
N1,1000406,bridge,bridge 203,22.5131389,91.7080833,302
N1,1000407,link,link 204,22.5106111,91.7090833,144
N1,1000408,bridge,bridge 204,22.5094444,91.7096389,251
N1,1000409,link,link 205,22.508444400000002,91.71009725,10
N1,1000410,bridge,bridge 205,22.5074444,91.7105556,548
N1,1000411,link,link 206,22.5052222,91.7116806,10
N1,1000412,bridge,bridge 206,22.503,91.7128056,56
N1,1000413,link,link 207,22.5025556,91.7130556,685
N1,1000414,bridge,bridge 207,22.4969163,91.7155556,314
N1,1000415,link,link 208,22.494583,91.7170827,887
N1,1000416,bridge,bridge 208,22.4869441,91.7192771,174
N1,1000417,link,link 209,22.4854163,91.7195549,296
N1,1000418,bridge,bridge 209,22.48280706570156,91.72005100244988,600
N1,1000419,link,link 210,22.48016708285078,91.72055295122493,10
N1,1000420,bridge,bridge 210,22.4775271,91.7210549,114
N1,1000421,link,link 211,22.4765271,91.7213327,883
N1,1000422,bridge,bridge 211,22.4694438,91.7250549,135
N1,1000423,link,link 212,22.468416,91.7255827,1183
N1,1000424,bridge,bridge 212,22.4588333,91.7303604,834
N1,1000425,link,link 213,22.45182350044248,91.7331283022124,1104
N1,1000426,bridge,bridge 213,22.4424997,91.7366663,955
N1,1000427,link,link 214,22.4349719,91.7396941,137
N1,1000428,bridge,bridge 214,22.4333049,91.7403608,311
N1,1000429,link,link 215,22.4320271,91.74094410000001,10
N1,1000430,bridge,bridge 215,22.4307493,91.7415274,491
N1,1000431,link,link 216,22.4269716,91.7439997,1164
N1,1000432,bridge,bridge 216,22.4185549,91.7504722,835
N1,1000433,link,link 217,22.4119167,91.7543611,406
N1,1000434,bridge,bridge 217,22.4084167,91.7551389,1
N1,1000435,link,link 218,22.40839921010101,91.75514357643098,1096
N1,1000436,bridge,bridge 218,22.3988608,91.7576667,496
N1,1000437,link,link 219,22.3944997,91.7586944,276
N1,1000438,bridge,bridge 219,22.3921108,91.75925,350
N1,1000439,link,link 220,22.390680250000003,91.759875,10
N1,1000440,bridge,bridge 220,22.3892497,91.7605,372
N1,1000441,link,link 221,22.3861663,91.7618333,625
N1,1000442,bridge,bridge 221,22.3815271,91.7652222,375
N1,1000443,link,link 222,22.379166,91.7675827,436
N1,1000444,bridge,bridge 222,22.3764716,91.770416,563
N1,1000445,link,link 223,22.369166,91.7741938,9619
N1,1000446,bridge,bridge 223,22.3632778,91.8514722,830
N1,1000447,link,link 224,22.3561111,91.8531667,70
N1,1000448,bridge,bridge 224,22.3555,91.8530833,929
N1,1000449,link,link 225,22.3473886,91.8519444,549
N1,1000450,bridge,bridge 225,22.3427219,91.8531389,450
N1,1000451,link,link 226,22.3387497,91.8534722,52
N1,1000452,bridge,bridge 226,22.338362487628867,91.853695585567,125
N1,1000453,link,link 227,22.337875543814434,91.85398669278351,10
N1,1000454,bridge,bridge 227,22.3373886,91.8542778,822
N1,1000455,link,link 228,22.3314716,91.8515556,209
N1,1000456,bridge,bridge 228,22.3297493,91.8521111,790
N1,1000457,link,link 229,22.3228327,91.8535556,177
N1,1000458,bridge,bridge 229,22.3212771,91.8536111,718
N1,1000459,link,link 230,22.31824965,91.8544722,10
N1,1000460,bridge,bridge 230,22.3152222,91.8553333,44
N1,1000461,link,link 231,22.3148889,91.8553889,853
N1,1000462,bridge,bridge 231,22.30825,91.8589722,146
N1,1000463,link,link 232,22.3071944,91.8598611,400
N1,1000464,bridge,bridge 232,22.3043056,91.8621667,308
N1,1000465,link,link 233,22.30323615,91.86305555,10
N1,1000466,bridge,bridge 233,22.3021667,91.8639444,293
N1,1000467,link,link 234,22.2998886,91.8655833,568
N1,1000468,bridge,bridge 234,22.2950274,91.8671938,426
N1,1000469,link,link 235,22.2919441,91.8693327,221
N1,1000470,bridge,bridge 235,22.2916108,91.8711382,447
N1,1000471,link,link 236,22.2925969,91.8729993,10
N1,1000472,bridge,bridge 236,22.293583,91.8748604,262
N1,1000473,link,link 237,22.2941108,91.87597155,10
N1,1000474,bridge,bridge 237,22.2946386,91.8770827,66
N1,1000475,link,link 238,22.2949163,91.877666,54
N1,1000476,bridge,bridge 238,22.2951108,91.8781104,263
N1,1000477,link,link 239,22.2967497,91.8818467,10
N1,1000478,bridge,bridge 239,22.2983886,91.885583,688
N1,1000479,link,link 240,22.2985552,91.886333,1173
N1,1000480,bridge,bridge 240,22.3015833,91.897333,454
N1,1000481,link,link 241,22.3027222,91.9015556,103
N1,1000482,bridge,bridge 241,22.3029722,91.9025,871
N1,1000483,link,link 242,22.3053611,91.9106389,302
N1,1000484,bridge,bridge 242,22.3070556,91.9128056,424
N1,1000485,link,link 243,22.3096944,91.91575,440
N1,1000486,bridge,bridge 243,22.3124722,91.9188327,521
N1,1000487,link,link 244,22.31405555,91.920666,10
N1,1000488,bridge,bridge 244,22.3156389,91.9224993,121
N1,1000489,link,link 245,22.3158889,91.9235827,939
N1,1000490,bridge,bridge 245,22.3137778,91.9322216,250
N1,1000491,link,link 246,22.31375,91.9345274,1617
N1,1000492,bridge,bridge 246,22.3098611,91.9477219,392
N1,1000493,link,link 247,22.3067222,91.9491941,1925
N1,1000494,bridge,bridge 247,22.3010278,91.9641667,74
