,road,LRPName,type,name,condition,length,chainage,lat,lon,Proportion truck
3839,N8,LRP008a,Truss with RCC Slab,Rajendrapur Bridge,A,60.9,7.785,23.6622628610983,90.3808830910755,0.0909900549205878
3841,N8,LRP008c,Box Culvert,RAZENDROPOR CUL,A,3.0,8.284,23.6617869823529,90.3759257738823,0.0909900549205878
3842,N8,LRP008d,Box Culvert,RAZENDRO PUR CUL,A,10.4,8.717,23.6614049235294,90.3716806928235,0.0909900549205878
3843,N8,LRP009a,Box Culvert,KODOMPUR CULVERT (1),A,10.4,8.966,23.661185217647,90.3692395261176,0.0909900549205878
3844,N8,LRP010a,Box Culvert,KODAMMPUR BOX CULVERT,A,10.6,9.874,23.6603615113513,90.3604194248648,0.0909900549205878
3845,N8,LRP010b,Box Culvert,ABDULLAPUR BOX CULVERT,A,8.3,10.279,23.6599484436363,90.3564848072727,0.0909900549205878
3846,N8,LRP011a,Steel Beam & RCC Slab,ABDULLAPUR BRIDGE,A,53.0,11.053,23.6553930802646,90.3519638829106,0.15945357833655707
3848,N8,LRP012a,Box Culvert,VAWARVITY,A,8.3,12.016,23.6471908128,90.3494890856,0.15945357833655707
3849,N8,LRP013a,PC Girder Bridge,Dhaleshwari Bridge,A,260.0,13.217,23.6368512851428,90.3461733285714,0.15945357833655707
3851,N8,LRP013c,PC Girder Bridge,Dhaleshwari Bridge-2,A,381.9,13.834,23.63161481761,90.3444039600628,0.15945357833655707
3853,N8,LRP014b,Box Culvert,KUSIAMRA(1) BOX CULVERT,A,9.1,14.589,23.6256951366171,90.3410835243494,0.15945357833655707
3854,N8,LRP014c,Steel Beam & RCC Slab,KUCHIAMORA BRIDGE,A,36.0,14.913,23.6233688469696,90.33913815,0.15945357833655707
3856,N8,LRP015a,Box Culvert,RAMARKHOLA CULVERT,A,8.4,15.563,23.6188118464999,90.33514241625,0.15945357833655707
3857,N8,LRP016a,Box Culvert,NIMTOLA BRIDGE,A,15.6,16.432,23.61268439125,90.32979171875,0.0957060457167272
3858,N8,LRP016b,RCC Girder Bridge,NEEMTOLI BRIDGE,A,38.4,16.768,23.61033643375,90.32772085625,0.0957060457167272
3860,N8,LRP017a,Box Culvert,NEEMTOLA CULVERT,A,8.3,17.676,23.6039610933333,90.3220715133333,0.0957060457167272
3861,N8,LRP018a,PC Girder Bridge,Chaltipara Bridge,A,19.9,18.556,23.597787810989,90.3166743164835,0.17614446380484713
3863,N8,LRP019b,PC Girder Bridge,Hashara Bridge,A,20.0,19.484,23.5908846112554,90.311614573593,0.1485435412536221
3865,N8,LRP020b,Steel Beam & RCC Slab,Hashara-2 Bridge,A,46.5,20.514,23.58261653,90.3070945068965,0.1485435412536221
3867,N8,LRP021a,PC Girder Bridge,Kewatkhali Bridge,A,19.9,21.631,23.5731730582969,90.3034478890829,0.1485435412536221
3869,N8,LRP022a,PC Girder Bridge,Kewatkhali Bridge-2,A,19.9,22.516,23.566024446,90.299518032,0.1485435412536221
3871,N8,LRP022c,Truss with RCC Slab,Umpara Bridge,A,46.5,22.984,23.5620400683923,90.298665452316,0.1485435412536221
3873,N8,LRP023b,Box Culvert,DOKHIN AMPARA BOX CULVERT,A,15.7,23.342,23.5565169467005,90.2989653824873,0.1485435412536221
3874,N8,LRP023c,Box Culvert,BAKIRA PARA BOX,A,9.4,23.548,23.555413173604,90.2991977598984,0.1485435412536221
3875,N8,LRP023d,Box Culvert,BAKIRAPARA 2,A,9.3,23.91,23.5534735335025,90.2996061124365,0.1485435412536221
3876,N8,LRP025a,RCC Girder Bridge,SHOL GHOR-2,A,16.0,25.259,23.5426015166666,90.2956801999999,0.1485435412536221
3878,N8,LRP025c,RCC Girder Bridge,SHOLGORE - 3,A,15.4,25.438,23.5412376201516,90.2947817426869,0.1485435412536221
3880,N8,LRP025e,Box Culvert,SHONBARI CUL-1,A,18.1,25.628,23.5397852214517,90.2938268228602,0.1485435412536221
3881,N8,LRP025f,RCC Girder Bridge,Sonbari Bridge-2,A,42.5,25.7,23.5392348387865,90.2934649585048,0.1485435412536221
3883,N8,LRP026c,RCC Girder Bridge,Sonbari Bridge,A,18.3,26.12,23.5360242732394,90.2913540830986,0.1485435412536221
3885,N8,LRP026e,Box Culvert,SHANBARI CULVERT,A,10.1,26.324,23.5342273068085,90.2906237897872,0.1485435412536221
3886,N8,LRP027a,Box Culvert,BASGAON STAND CULVERT,A,6.0,27.058,23.5281753987234,90.2885632019148,0.1485435412536221
3887,N8,LRP028a,RCC Girder Bridge,SRINAGOR FERIGHUT BRIDGE,A,79.2,28.023,23.5213918536231,90.2823565173913,0.1485435412536221
3889,N8,LRP028c,Box Culvert,KAMARKHOLA BOX CULVERT,A,10.3,28.954,23.5142661196,90.2782602612,0.1485435412536221
3890,N8,LRP031a,Box Culvert,SHOMOS PUR BOX CULVERT,A,10.3,31.237,23.4951512649572,90.2701658523504,0.1485435412536221
3891,N8,LRP031b,RCC Girder Bridge,DOGOCHI BAZAR,B,49.8,31.758,23.4906174315789,90.2690105180451,0.1485435412536221
3893,N8,LRP032a,Box Culvert,DOGACHIBAZAR(2),A,10.3,32.546,23.4836184741714,90.2674393553142,0.1485435412536221
3894,N8,LRP033a,Box Culvert,KHANBARI BOX CULVERT SARM,A,10.3,33.212,23.4777002109826,90.2660924757225,0.1485435412536221
3895,N8,LRP046a,Truss with RCC Slab,Shibchar Bridge,A,41.7,46.246,23.408484847,90.1724886258,0.2520996833264491
3897,N8,LRP048a,Box Culvert,.,A,4.6,47.97,23.403026635,90.160249021,0.2520996833264491
3898,N8,LRP049a,Steel Beam & RCC Slab,Pachchar Bridge,A,46.0,48.702,23.4030940018918,90.1493778713513,0.22370896926615094
3900,N8,LRP050a,Box Culvert,.,A,3.6,49.89,23.401871105,90.137998254,0.22370896926615094
3901,N8,LRP051a,PC Girder Bridge,Bandarkhola Bridge,A,30.0,50.669,23.399580889836,90.1308034062295,0.22370896926615094
3903,N8,LRP051c,Box Culvert,.,A,12.14,50.97,23.397963155238,90.1284861161904,0.22370896926615094
3904,N8,LRP053a,Box Culvert,.,A,5.6,52.664,23.3840450502564,90.1251975982906,0.22370896926615094
3905,N8,LRP053b,PC Girder Bridge,Daulatpur Bridge,A,74.66,53.122,23.3808383564705,90.1228807417647,0.22370896926615094
3907,N8,LRP054a,PC Girder Bridge,Hazi Shariatullah Bridge,A,456.0,53.95,23.3785493533333,90.1152868733333,0.22370896926615094
3908,N8,LRP056a,Box Culvert,.,A,2.6,56.073,23.3728574015,90.0959407702,0.22370896926615094
3909,N8,LRP056b,Box Culvert,.,A,2.6,56.49,23.3720566191919,90.09197733367,0.22370896926615094
3910,N8,LRP059a,Box Culvert,.,A,11.0,59.524,23.3694800527536,90.0627207611594,0.2492361414229594
3911,N8,LRP061a,Steel Beam & RCC Slab,Salildia Bridge.,A,23.0,61.158,23.3700733840425,90.0466530675532,0.2492361414229594
3913,N8,LRP062a,Box Culvert,.,A,10.2,61.571,23.3702576116326,90.0426290547959,0.2492361414229594
3914,N8,LRP062b,Box Culvert,.,A,11.0,62.551,23.3714866150684,90.033138889589,0.2492361414229594
3915,N8,LRP063a,Box Culvert,.,A,11.14,62.922,23.3727920606299,90.0298603423622,0.2492361414229594
3916,N8,LRP064a,Truss with RCC Slab,.,A,32.6,64.307,23.3769739432183,90.0171822641379,0.2492361414229594
3918,N8,LRP065a,Box Culvert,.,A,11.2,64.974,23.378765050693,90.0109594243564,0.2492361414229594
3919,N8,LRP065c,Box Culvert,.,A,5.8,65.49,23.3804104425,90.00623752,0.2492361414229594
3920,N8,LRP066a,Truss with RCC Slab,.,A,77.76,65.94,23.3820568727447,90.0023285111324,0.2492361414229594
3922,N8,LRP067a,Box Culvert,.,A,5.8,66.78,23.385322312,89.994825234,0.2492361414229594
3923,N8,LRP068a,Box Culvert,.,A,11.1,67.625,23.3886406170731,89.9873892609756,0.2492361414229594
3924,N8,LRP068c,Truss with RCC Slab,Purbo Hashemdi Bridge,A,28.0,67.909,23.3896411282926,89.9848301439024,0.2492361414229594
3926,N8,LRP069a,RCC Girder Bridge,.,C,109.7,68.726,23.3833966549815,89.9990209726937,0.22370896926615094
3928,N8,LRP071a,Box Culvert,.,C,6.8,70.401,23.3710947508021,89.9913662850267,0.22370896926615094
3929,N8,LRP072a,Box Culvert,.,B,6.8,71.822,23.3610878742857,89.9995765935714,0.22370896926615094
3930,N8,LRP073a,Box Culvert,.,A,5.2,72.271,23.35706335,89.9999346843749,0.22370896926615094
3931,N8,LRP073b,RCC Bridge,.,C,13.8,72.917,23.351564485396,89.9994094930693,0.22370896926615094
3932,N8,LRP074a,Box Culvert,.,B,12.15,73.936,23.3421839689054,89.9981386,0.22370896926615094
3933,N8,LRP075a,RCC Bridge,.,B,13.8,74.536,23.3368388933219,89.998763081678,0.22370896926615094
3934,N8,LRP076a,Box Culvert,.,B,6.7,75.612,23.3258183350561,89.9983809698876,0.22370896926615094
3935,N8,LRP077a,RCC Bridge,.,B,8.4,76.387,23.3202910596701,89.9974458824587,0.22370896926615094
3936,N8,LRP077b,Box Culvert,.,B,6.8,77.06,23.3143551282051,89.9975300697435,0.22370896926615094
3937,N8,LRP078a,Box Culvert,.,D,12.1,77.573,23.3094541147368,89.9982273278947,0.22370896926615094
3938,N8,LRP079a,Box Culvert,.,B,6.8,78.068,23.3054975457142,89.9988842057142,0.2718332022029898
3939,N8,LRP080a,Box Culvert,.,B,5.3,79.25,23.2954579661375,90.0014574367725,0.2718332022029898
3940,N8,LRP080b,RCC Girder Bridge,Dignagar Bridge.,A,133.12,79.644,23.2934706967741,90.0042249215053,0.2718332022029898
3942,N8,LRP081a,Box Culvert,.,A,6.75,80.062,23.2906350052005,90.0068146668647,0.2718332022029898
3943,N8,LRP081b,Box Culvert,.,A,6.7,80.731,23.2858018618604,90.010842916279,0.2718332022029898
3944,N8,LRP082a,Box Culvert,.,D,12.1,81.674,23.2781783397183,90.0133768011267,0.2718332022029898
3945,N8,LRP083a,Box Culvert,.,D,6.75,82.375,23.2716200392,90.0148267,0.2718332022029898
3946,N8,LRP084a,RCC Bridge,.,D,14.0,83.301,23.2635386402836,90.016516875461,0.2718332022029898
3947,N8,LRP085a,Box Culvert,.,B,13.3,84.951,23.248955448,90.0197893,0.2718332022029898
3948,N8,LRP086a,RCC Girder Bridge,.,C,30.45,85.747,23.2422459766666,90.0210906699999,0.2718332022029898
3950,N8,LRP088a,Truss with RCC Slab,Takerhat Bridge.,A,121.41,87.263,23.2283777297297,90.0200874189189,0.2718332022029898
3952,N8,LRP089a,PC Girder Bridge,.,A,30.0,88.744,23.2162703780821,90.0240065520547,0.2492361414229594
3954,N8,LRP090a,Steel Beam & RCC Slab,Bolgram Bridge,B,9.5,89.414,23.2113394893238,90.0277764017793,0.2492361414229594
3956,N8,LRP091a,RCC Girder Bridge,.,B,54.6,90.823,23.2046193344776,90.03829648,0.2492361414229594
3958,N8,LRP092a,Box Culvert,.,B,6.05,91.637,23.203190589754,90.0460782319672,0.2492361414229594
3959,N8,LRP093a,Steel Beam & RCC Slab,Rajoir Bus stand Bridge,C,9.07,92.012,23.202493304918,90.0496502606557,0.2492361414229594
3961,N8,LRP093e,Box Culvert,.,B,6.05,92.648,23.20117776,90.0557889,0.2492361414229594
3962,N8,LRP094a,RCC Girder Bridge,.,C,9.35,93.052,23.2005943285714,90.0589480057142,0.2492361414229594
3963,N8,LRP094b,Box Culvert,.,C,5.0,93.702,23.1993304227027,90.065657954054,0.2492361414229594
3964,N8,LRP095a,RCC Girder Bridge,Amgram Bridge,D,36.76,94.098,23.1980442444444,90.0692976372839,0.2492361414229594
3965,N8,LRP096a,Baily with Steel Deck,.,B,36.1,95.526,23.191414632653,90.0807425708454,0.2492361414229594
3966,N8,LRP097a,Box Culvert,.,C,6.05,96.334,23.187301188,90.0868051236363,0.2492361414229594
3967,N8,LRP098a,Baily with Steel Deck,.,A,121.5,96.879,23.1843868758735,90.091286902995,0.2492361414229594
3968,N8,LRP098c,Box Culvert,.,D,6.0,97.598,23.1806814021201,90.0970028724381,0.2492361414229594
3969,N8,LRP099a,RCC Girder Bridge,.,B,55.49,98.147,23.1789405111441,90.1020214548291,0.2492361414229594
3970,N8,LRP100a,Box Culvert,.,C,18.6,99.551,23.1751030468531,90.1149531034965,0.2492361414229594
3971,N8,LRP101a,Baily with Steel Deck,.,A,42.8,100.676,23.1718858852,90.1251654788,0.2492361414229594
3972,N8,LRP103a,Box Culvert,.,A,6.05,102.006,23.1625317224637,90.1330045905797,0.2492361414229594
3973,N8,LRP103b,RCC Girder Bridge,.,C,39.25,102.552,23.158555307563,90.1358395361344,0.2492361414229594
3974,N8,LRP104a,RCC Bridge,.,B,9.3,102.992,23.1551389,90.13842742,0.2492361414229594
3975,N8,LRP104c,Box Culvert,.,D,6.05,103.749,23.149765431385,90.1424970678526,0.2718332022029898
3976,N8,LRP105a,Box Culvert,.,D,6.45,104.571,23.1435774802816,90.1470865070422,0.2718332022029898
3977,N8,LRP106a,Box Culvert,.,A,10.1,105.285,23.1382569321576,90.1509894373444,0.2718332022029898
3978,N8,LRP107a,Box Culvert,.,C,6.5,106.155,23.1318910482944,90.1559278718132,0.2718332022029898
3979,N8,LRP108a,RCC Girder Bridge,.,C,27.4,106.746,23.1279792644376,90.159794393617,0.2718332022029898
3980,N8,LRP109a,RCC Girder Bridge,.,D,11.9,108.193,23.1188137258754,90.1698774597276,0.2718332022029898
3981,N8,LRP110a,Box Culvert,BHANGA BOX CULVERT,D,19.75,109.213,23.1123500820846,90.1768761703583,0.2718332022029898
3982,N8,LRP110c,RCC Girder Bridge,.,A,12.1,109.524,23.1104105223728,90.1789800335593,0.2718332022029898
3983,N8,LRP112a,RCC Girder Bridge,.,B,15.5,110.943,23.1012648508547,90.1887920675213,0.2705791206662793
3984,N8,LRP113a,RCC Girder Bridge,.,B,8.3,111.697,23.0965381148997,90.1937955470869,0.2705791206662793
3985,N8,LRP114a,RCC Girder Bridge,.,C,19.9,113.593,23.0764769014249,90.2092312814752,0.2705791206662793
3986,N8,LRP116d,RCC Girder Bridge,.,B,55.67,115.125,23.0716101470588,90.2110874095588,0.2705791206662793
3988,N8,LRP117a,Box Culvert,.,A,6.73,116.478,23.0599142212389,90.2090356725663,0.2705791206662793
3989,N8,LRP118a,Box Culvert,.,C,1.83,117.077,23.0548474338235,90.2089343965686,0.2705791206662793
3990,N8,LRP119a,Slab Culvert,.,A,6.6,117.779,23.0485927933179,90.2092855764976,0.2705791206662793
3991,N8,LRP120a,Box Culvert,.,A,6.73,119.022,23.0338921064566,90.2090537623622,0.2705791206662793
3992,N8,LRP120b,Box Culvert,.,C,1.83,119.447,23.0324232127559,90.208942191496,0.2705791206662793
3993,N8,LRP121a,Box Culvert,.,A,6.78,120.254,23.0265987931297,90.2091096045801,0.2705791206662793
3994,N8,LRP123a,RCC Girder Bridge,.,B,31.1,121.734,23.0149981967741,90.2157723741935,0.2705791206662793
3997,N8,LRP123c,Box Culvert,.,C,3.4,122.474,23.0091042861751,90.218943118894,0.2705791206662793
3998,N8,LRP124a,RCC Girder Bridge,Nilkhola bridge,A,31.05,123.18,23.0034972804878,90.2222195195122,0.2705791206662793
4000,N8,LRP125a,RCC Girder Bridge,.,A,26.95,123.876,22.9971782285714,90.2221064857142,0.2705791206662793
4002,N8,LRP126a,Box Culvert,.,A,1.86,125.326,22.98418145,90.2224172636363,0.2705791206662793
4003,N8,LRP127a,Arch Masonry,.,B,4.2,126.095,22.9773868997907,90.2226646054393,0.2705791206662793
4004,N8,LRP127b,RCC Girder Bridge,.,A,43.0,126.358,22.9750173236641,90.2224454961832,0.2705791206662793
4006,N8,LRP129a,RCC Girder Bridge,.,A,27.5,127.737,22.9631339075188,90.224662424812,0.21307619943555975
4008,N8,LRP130a,Box Culvert,.,C,3.4,128.635,22.9554310570205,90.2271555613013,0.21307619943555975
4009,N8,LRP130b,Arch Masonry,.,A,5.0,129.171,22.9510205296232,90.2290166928082,0.21307619943555975
4010,N8,LRP130c,Steel Beam & RCC Slab,.,A,13.0,129.516,22.9481425338108,90.2299592475644,0.21307619943555975
4012,N8,LRP131a,Steel Beam & RCC Slab,.,A,9.7,129.866,22.9453015592592,90.2313757562289,0.21307619943555975
4014,N8,LRP131c,Box Culvert,.,A,6.8,130.591,22.9394958270122,90.2343057950886,0.21307619943555975
4015,N8,LRP132a,Box Culvert,.,A,3.4,131.253,22.9346545873,90.2376032883,0.21307619943555975
4016,N8,LRP133a,RCC Girder Bridge,.,D,12.55,131.72,22.9311347694214,90.2400961132231,0.21307619943555975
4017,N8,LRP133c,Box Culvert,.,A,6.6,132.255,22.9270884023008,90.2420596545132,0.21307619943555975
4018,N8,LRP134a,Box Culvert,.,B,1.8,133.168,22.918487854074,90.2440342725925,0.21307619943555975
4019,N8,LRP135a,Box Culvert,.,B,6.7,133.906,22.9121428,90.245938701476,0.21307619943555975
4020,N8,LRP135b,RCC Bridge,.,A,17.1,134.507,22.907283445409,90.2483095135225,0.21307619943555975
4021,N8,LRP136a,Box Culvert,.,A,3.65,135.426,22.8995343271287,90.2518710508911,0.21307619943555975
4022,N8,LRP137a,Box Culvert,.,A,3.6,135.791,22.8966038511904,90.2533174535714,0.21307619943555975
4023,N8,LRP137b,Box Culvert,.,A,3.6,136.372,22.8920765989778,90.2560399923339,0.21307619943555975
4024,N8,LRP138a,RCC Girder Bridge,Bamrail bridge,C,24.15,136.699,22.8896676915789,90.2572801280701,0.21307619943555975
4026,N8,LRP138c,Box Culvert,.,A,3.65,137.399,22.8839303471893,90.2601418224852,0.21307619943555975
4027,N8,LRP139b,Box Culvert,.,A,5.0,138.257,22.8768872438613,90.2635694242574,0.21307619943555975
4028,N8,LRP141a,RCC Bridge,.,A,8.3,140.466,22.8615613216,90.2593083036,0.21307619943555975
4029,N8,LRP143a,Box Culvert,.,A,8.5,141.681,22.8531755697999,90.2523536193,0.21307619943555975
4030,N8,LRP146a,PC Girder Bridge,Jalil bridge,A,289.95,145.048,22.8260273454965,90.2613518660508,0.21307619943555975
4032,N8,LRP148a,PC Girder Bridge,Capt. Mohiuddin Jahangir bridge,A,386.94,147.561,22.8110722,90.2790925307692,0.21307619943555975
4034,N8,LRP151a,RCC Bridge,.,A,10.3,149.874,22.7962911557,90.2929278443,0.21307619943555975
4035,N8,LRP152c,RCC Girder Bridge,Rahamatpur bridge,A,32.3,150.977,22.7912572381818,90.3000166672727,0.21307619943555975
4037,N8,LRP153a,Box Culvert,.,A,3.05,151.402,22.7878376447867,90.2997433815165,0.21307619943555975
4038,N8,LRP153b,Box Culvert,.,A,3.6,151.872,22.7840095840963,90.3011340106024,0.21307619943555975
4039,N8,LRP154a,Box Culvert,.,A,3.9,152.597,22.7786207494017,90.3046183760683,0.21307619943555975
4040,N8,LRP155a,Box Culvert,.,A,3.6,153.753,22.7691243549071,90.3097072480106,0.21307619943555975
4041,N8,LRP156a,RCC Bridge,.,A,6.75,154.611,22.7622923406605,90.3134367542141,0.21307619943555975
4042,N8,LRP157c,Box Culvert,.,A,3.6,156.101,22.7502560906796,90.3201675337864,0.21307619943555975
4043,N8,LRP158a,Box Culvert,.,A,3.6,156.557,22.7461531580645,90.3218368817204,0.21307619943555975
4044,N8,LRP159a,Box Culvert,.,A,3.6,157.892,22.736412994551,90.3280487476161,0.21307619943555975
4045,N8,LRP160a,Slab Culvert,.,B,3.5,158.996,22.7293679706501,90.3355304496594,0.21307619943555975
4046,N8,LRP161a,Arch Masonry,.,A,2.6,160.008,22.7224343305357,90.3416489735714,0.21307619943555975
4047,N8,LRP162a,Arch Masonry,.,A,3.6,160.486,22.7192865363636,90.3439774738636,0.21307619943555975
4048,N8,LRP162c,Steel Beam & RCC Slab,.,A,9.7,161.176,22.7145027973,90.3477475237,0.21307619943555975
4049,N8,LRP163a,Box Culvert,.,B,5.0,162.106,22.7064623611,90.3517533334,0.21307619943555975
4050,N8,LRP164b,Steel Beam & RCC Slab,.,B,12.75,162.68,22.7010590499999,90.3534167,0.21307619943555975
4051,N8,LRP165a,Steel Beam & RCC Slab,.,A,12.8,163.536,22.6934770261627,90.3544546587209,0.21307619943555975
4052,N8,LRP166a,RCC Girder Bridge,.,C,12.2,164.592,22.684776608,90.356094177,0.12718078381795195
4054,N8,LRP168a,Box Culvert,.,B,3.6,166.865,22.6682080141148,90.3465939483253,0.12718078381795195
4055,N8,LRP169a,Box Culvert,.,A,3.6,167.439,22.6655353145,90.3494926855,0.12718078381795195
4056,N8,LRP172a,RCC Bridge,.,A,8.1,170.52,22.6452070313131,90.3621613444444,0.154281098546042
4057,N8,LRP173a,Box Culvert,.,A,6.8,171.52,22.640673516129,90.3553844419354,0.154281098546042
4058,N8,LRP173b,Box Culvert,.,B,6.7,171.956,22.6388620487179,90.3517102230769,0.154281098546042
4059,N8,LRP174a,Box Culvert,.,A,3.7,173.1,22.6354840114285,90.3420072942857,0.12718078381795195
4060,N8,LRP175a,Box Culvert,.,B,6.7,174.139,22.6269263144989,90.3378951002132,0.12718078381795195
4061,N8,LRP176a,Box Culvert,.,A,6.8,174.867,22.6210622667377,90.334984652452,0.12718078381795195
4062,N8,LRP176b,Box Culvert,.,A,10.1,175.538,22.6152349549397,90.3340561474698,0.12718078381795195
4063,N8,LRP178a,Baily with Steel Deck,.,C,39.5,176.88,22.6032098888888,90.3342095333333,0.18366962096926268
4065,N8,LRP179a,Box Culvert,.,A,5.1,178.35,22.5905165021021,90.3370936585585,0.18366962096926268
4066,N8,LRP180a,Box Culvert,.,A,10.0,179.713,22.5789817956,90.3381861966,0.18366962096926268
4067,N8,LRP181a,Box Culvert,.,A,3.6,180.584,22.5716409009546,90.3363081119331,0.18366962096926268
4068,N8,LRP182a,Baily with Steel Deck,.,A,33.5,180.819,22.5695065232696,90.3358485158711,0.18366962096926268
4070,N8,LRP182c,Box Culvert,.,A,3.6,181.496,22.5635316964601,90.3362906900885,0.18366962096926268
4071,N8,LRP184a,Box Culvert,.,B,6.75,183.534,22.5455291587341,90.3332866660759,0.18366962096926268
4072,N8,LRP185a,Box Culvert,.,C,14.35,184.337,22.5390156239234,90.3346291129186,0.16343692870201096
4073,N8,LRP186a,Box Culvert,.,B,10.05,185.15,22.5327467482758,90.3388578770114,0.16343692870201096
4074,N8,LRP188a,Box Culvert,.,B,10.0,187.138,22.5153185518518,90.3428955888888,0.16343692870201096
4075,N8,LRP189a,Box Culvert,.,A,6.8,187.909,22.5084818648241,90.3428028668341,0.16343692870201096
4076,N8,LRP193a,RCC Girder Bridge,.,A,78.61,192.201,22.4700411112651,90.3409622097053,0.16343692870201096
4078,N8,LRP195a,Box Culvert,.,A,6.8,193.955,22.4550046567676,90.3410504096969,0.16343692870201096
4079,N8,LRP195b,Box Culvert,.,A,5.1,194.465,22.4505861528089,90.3404711440449,0.154281098546042
4080,N8,LRP196a,RCC Girder Bridge,.,A,12.85,194.671,22.4487086595505,90.3400982377528,0.154281098546042
4082,N8,LRP196c,RCC Girder Bridge,.,A,12.9,195.581,22.4408011662068,90.3383103517241,0.154281098546042
4084,N8,LRP197a,Box Culvert,.,A,5.1,196.339,22.4342050970297,90.3361022873267,0.154281098546042
4085,N8,LRP198a,Box Culvert,.,A,5.15,196.664,22.4314966564356,90.334993940792,0.154281098546042
4086,N8,LRP198b,Box Culvert,.,A,5.1,197.158,22.4274070102484,90.3332311736024,0.154281098546042
4087,N8,LRP198c,Baily with Steel Deck,.,A,73.54,197.413,22.4253430484251,90.3321945468503,0.154281098546042
4089,N8,LRP199a,Box Culvert,.,A,5.1,197.979,22.420795,90.3299005666666,0.154281098546042
4090,N8,LRP199b,Box Culvert,.,A,10.1,198.564,22.4158628331466,90.3284830188129,0.154281098546042
4091,N8,LRP200a,RCC Girder Bridge,Sheyalir Bridge,A,13.0,198.955,22.4123481678611,90.3276316195968,0.154281098546042
4093,N8,LRP200c,Baily with Steel Deck,Sheyali Bailey,A,21.53,199.222,22.4100579073816,90.3267233685236,0.154281098546042
4095,N803,LRPsb,RCC Girder Bridge,Alipur Bridge,A,106.1,0.375,23.6027340754629,89.8289360824074,0.25281842168385704
