road,lat,lon,model_type,road_to,condition,length,id,name
N2,24.2088889,91.3546944,bridge,,A,251,1002254,bridge 1112
N2,24.2098611,91.3553611,link,,,251,1002255,link 1126
N2,24.2108333,91.3560278,bridge,,A,454,1002256,bridge 1113
N2,24.2141667,91.3586111,link,,,460,1002257,link 1127
N2,24.2141944,91.3586389,bridge,,B,649,1002258,bridge 1114
N2,24.21638855,91.36069445,link,,,649,1002259,link 1128
N2,24.2185827,91.36275,bridge,,A,158,1002260,bridge 1115
N2,24.219166,91.36316665,link,,,158,1002261,link 1129
N2,24.2197493,91.3635833,bridge,,A,178,1002262,bridge 1116
N2,24.2205132,91.36391665,link,,,178,1002263,link 1130
N2,24.2212771,91.36425,bridge,,A,12,1002264,bridge 1117
N2,24.2214438,91.3642778,link,,,209,1002265,link 1131
N2,24.223166,91.3647222,bridge,,B,286,1002266,bridge 1118
N2,24.2244021,91.364625,link,,,286,1002267,link 1132
N2,24.2256382,91.3645278,bridge,,C,448,1002268,bridge 1119
N2,24.22759655,91.3655,link,,,448,1002269,link 1133
N2,24.2295549,91.3664722,bridge,,C,63,1002270,bridge 1120
N2,24.2298188,91.36654165,link,,,63,1002271,link 1134
N2,24.2300827,91.3666111,bridge,,A,9,1002272,bridge 1121
N2,24.2301938,91.3666389,link,,,125,1002273,link 1135
N2,24.231166,91.3669716,bridge,,A,429,1002274,bridge 1122
N2,24.23304115,91.3674577,link,,,429,1002275,link 1136
N2,24.2349163,91.3679438,bridge,,A,109,1002276,bridge 1123
N2,24.23538855,91.36801325,link,,,109,1002277,link 1137
N2,24.2358608,91.3680827,bridge,,C,345,1002278,bridge 1124
N2,24.2390274,91.3687216,link,,,444,1002279,link 1138
N2,24.23987178,91.36895126,bridge,,B,304,1002280,bridge 1125
N2,24.24118574,91.36930863,link,,,304,1002281,link 1139
N2,24.2424997,91.369666,bridge,,A,602,1002282,bridge 1126
N2,24.2476663,91.3712493,link,,,612,1002283,link 1140
N2,24.2477774,91.3712771,bridge,,B,350,1002284,bridge 1127
N2,24.24919425,91.37194375,link,,,350,1002285,link 1141
N2,24.2506111,91.3726104,bridge,,C,334,1002286,bridge 1128
N2,24.25193055,91.3733743,link,,,334,1002287,link 1142
N2,24.25325,91.3741382,bridge,,C,324,1002288,bridge 1129
N2,24.2555556,91.3761104,link,,,368,1002289,link 1143
N2,24.2558889,91.3763049,bridge,,B,348,1002290,bridge 1130
N2,24.2572361,91.3771938,link,,,348,1002291,link 1144
N2,24.2585833,91.3780827,bridge,,A,306,1002292,bridge 1131
N2,24.25976385,91.37877715,link,,,306,1002293,link 1145
N2,24.2609444,91.3794716,bridge,,A,137,1002294,bridge 1132
N2,24.26151385,91.3798049,link,,,137,1002295,link 1146
N2,24.2620833,91.3801382,bridge,,B,163,1002296,bridge 1133
N2,24.2633333,91.3808604,link,,,438,1002297,link 1147
N2,24.2655278,91.3821382,bridge,,B,243,1002298,bridge 1134
N2,24.26654135,91.38261045,link,,,243,1002299,link 1148
N2,24.2675549,91.3830827,bridge,,A,490,1002300,bridge 1135
N2,24.2713327,91.3853608,link,,,1240,1002301,link 1149
N2,24.2710271,91.3923052,bridge,,A,114,1002302,bridge 1136
N2,24.27124935,91.39276355,link,,,114,1002303,link 1150
N2,24.2714716,91.3932219,bridge,,A,146,1002304,bridge 1137
N2,24.2720549,91.3946386,link,,,187,1002305,link 1151
N2,24.2721938,91.3949441,bridge,,B,959,1002306,bridge 1138
N2,24.2759993,91.4034167,link,,,1022,1002307,link 1152
N2,24.2762771,91.4039167,bridge,,A,455,1002308,bridge 1139
N2,24.27734655,91.40581945,link,,,455,1002309,link 1153
N2,24.278416,91.4077222,bridge,,C,197,1002310,bridge 1140
N2,24.2788882,91.4085139,link,,,197,1002311,link 1154
N2,24.2793604,91.4093056,bridge,,A,217,1002312,bridge 1141
N2,24.2798743,91.41022225,link,,,217,1002313,link 1155
N2,24.2803882,91.4111389,bridge,,A,85,1002314,bridge 1142
N2,24.2806938,91.4118333,link,,,768,1002315,link 1156
N2,24.2819993,91.4183049,bridge,,B,307,1002316,bridge 1143
N2,24.2821938,91.4213882,link,,,536,1002317,link 1157
N2,24.2818882,91.4235549,bridge,,B,781,1002318,bridge 1144
N2,24.2806104,91.4312771,link,,,1281,1002319,link 1158
N2,24.2799993,91.436083,bridge,,A,485,1002320,bridge 1145
N2,24.2790827,91.4407774,link,,,1016,1002321,link 1159
N2,24.2759438,91.4445274,bridge,,B,488,1002322,bridge 1146
N2,24.2725271,91.4477774,link,,,509,1002323,link 1160
N2,24.272416,91.4478608,bridge,,B,483,1002324,bridge 1147
N2,24.2707771,91.4494165,link,,,483,1002325,link 1161
N2,24.2691382,91.4509722,bridge,,B,495,1002326,bridge 1148
N2,24.26774965,91.4528611,link,,,495,1002327,link 1162
N2,24.2663611,91.45475,bridge,,B,10,1002328,bridge 1149
N2,24.2663889,91.45475,link,,,509,1002329,link 1163
N2,24.2665556,91.4595833,bridge,,B,498,1002330,bridge 1150
N2,24.26669415,91.46205555,link,,,498,1002331,link 1164
N2,24.2668327,91.4645278,bridge,,B,7,1002332,bridge 1151
N2,24.2668327,91.4645833,link,,,628,1002333,link 1165
N2,24.2671382,91.4706382,bridge,,A,373,1002334,bridge 1152
N2,24.2672493,91.4743604,link,,,399,1002335,link 1166
N2,24.2672216,91.4745827,bridge,,A,251,1002336,bridge 1153
N2,24.2674577,91.47573545,link,,,251,1002337,link 1167
N2,24.2676938,91.4768882,intersection,N204,,314,1002338,intersection
N2,24.2689021,91.4776521,link,,,314,1002339,link 1168
N2,24.2701104,91.478416,bridge,,A,403,1002340,bridge 1154
N2,24.2733604,91.4801382,link,,,1531,1002341,link 1169
N2,24.2799716,91.4879163,bridge,,A,877,1002342,bridge 1155
N2,24.2843608,91.4951108,link,,,1242,1002343,link 1170
N2,24.2861663,91.4980552,bridge,,A,278,1002344,bridge 1156
N2,24.28677745,91.49919425,link,,,278,1002345,link 1171
N2,24.2873886,91.5003333,bridge,,D,365,1002346,bridge 1157
N2,24.2892219,91.5034444,link,,,646,1002347,link 1172
N2,24.2908052,91.5055278,bridge,,A,639,1002348,bridge 1158
N2,24.29276355,91.50780555,link,,,639,1002349,link 1173
N2,24.2947219,91.5100833,intersection,N207,,84,1002350,intersection
N2,24.2954163,91.5104167,link,,,399,1002351,link 1174
N2,24.2978886,91.5111944,bridge,,B,295,1002352,bridge 1159
N2,24.2991665,91.5115694,link,,,295,1002353,link 1175
N2,24.3004444,91.5119444,bridge,,A,287,1002354,bridge 1160
N2,24.3015972,91.5125972,link,,,287,1002355,link 1176
N2,24.30275,91.51325,bridge,,A,122,1002356,bridge 1161
N2,24.3036944,91.514,link,,,387,1002357,link 1177
N2,24.3055556,91.5169438,bridge,,A,362,1002358,bridge 1162
N2,24.3065417,91.5175549,link,,,362,1002359,link 1178
N2,24.3075278,91.518166,bridge,,B,298,1002360,bridge 1163
N2,24.3098056,91.5196104,link,,,763,1002361,link 1179
N2,24.313,91.522416,bridge,,C,544,1002362,bridge 1164
N2,24.3165833,91.5260827,link,,,805,1002363,link 1180
N2,24.3183604,91.5276382,bridge,,A,522,1002364,bridge 1165
N2,24.32044375,91.52883265,link,,,522,1002365,link 1181
N2,24.3225271,91.5300271,bridge,,A,216,1002366,bridge 1166
N2,24.3243049,91.530916,link,,,561,1002367,link 1182
N2,24.3271104,91.5321938,bridge,,C,655,1002368,bridge 1167
N2,24.3329716,91.5334719,link,,,742,1002369,link 1183
N2,24.3336663,91.5334997,bridge,,A,447,1002370,bridge 1168
N2,24.335208,91.53355525,link,,,447,1002371,link 1184
N2,24.3367497,91.5336108,bridge,,B,141,1002372,bridge 1169
N2,24.337333,91.5336941,link,,,141,1002373,link 1185
N2,24.3379163,91.5337774,bridge,,A,174,1002374,bridge 1170
N2,24.33912465,91.53401355,link,,,174,1002375,link 1186
N2,24.340333,91.5342497,bridge,,A,179,1002376,bridge 1171
N2,24.3419441,91.5346108,link,,,305,1002377,link 1187
N2,24.3429719,91.5348052,bridge,,C,340,1002378,bridge 1172
N2,24.3444719,91.5350691,link,,,340,1002379,link 1188
N2,24.3459719,91.535333,bridge,,C,304,1002380,bridge 1173
N2,24.3473608,91.53554135,link,,,304,1002381,link 1189
N2,24.3487497,91.5357497,bridge,,B,239,1002382,bridge 1174
N2,24.3508333,91.536083,link,,,597,1002383,link 1190
N2,24.3535,91.5379441,bridge,,A,268,1002384,bridge 1175
N2,24.35430555,91.53890245,link,,,268,1002385,link 1191
N2,24.3551111,91.5398608,bridge,,A,383,1002386,bridge 1176
N2,24.3582222,91.5411386,link,,,930,1002387,link 1192
N2,24.363,91.5421663,bridge,,C,453,1002388,bridge 1177
N2,24.3668604,91.5438886,link,,,622,1002389,link 1193
N2,24.3682216,91.544583,bridge,,A,610,1002390,bridge 1178
N2,24.3706799,91.5458052,link,,,610,1002391,link 1194
N2,24.3731382,91.5470274,bridge,,A,230,1002392,bridge 1179
N2,24.3750549,91.5479719,link,,,530,1002393,link 1195
N2,24.3774993,91.5491941,bridge,,A,552,1002394,bridge 1180
N2,24.37973545,91.5502915,link,,,552,1002395,link 1196
N2,24.3819716,91.5513889,bridge,,C,147,1002396,bridge 1181
N2,24.3831938,91.5521111,link,,,1079,1002397,link 1197
N2,24.39025233,91.55708279,bridge,,C,73,1002398,bridge 1182
N2,24.3908052,91.5574722,link,,,326,1002399,link 1198
N2,24.3926941,91.5587222,bridge,,A,419,1002400,bridge 1183
N2,24.3943052,91.55977775,link,,,419,1002401,link 1199
N2,24.3959163,91.5608333,bridge,,C,204,1002402,bridge 1184
N2,24.3966663,91.5613333,link,,,204,1002403,link 1200
N2,24.3974163,91.5618333,bridge,,A,143,1002404,bridge 1185
N2,24.3985274,91.5626667,link,,,320,1002405,link 1201
N2,24.3998052,91.5635556,bridge,,A,414,1002406,bridge 1186
N2,24.40161095,91.564,link,,,414,1002407,link 1202
N2,24.4034167,91.5644444,bridge,,C,294,1002408,bridge 1187
N2,24.40470835,91.56466665,link,,,294,1002409,link 1203
N2,24.406,91.5648889,bridge,,B,117,1002410,bridge 1188
N2,24.4071389,91.5649167,link,,,172,1002411,link 1204
N2,24.4076111,91.5649167,bridge,,B,276,1002412,bridge 1189
N2,24.40883335,91.56494445,link,,,276,1002413,link 1205
N2,24.4100556,91.5649722,bridge,,B,669,1002414,bridge 1190
N2,24.4161111,91.566,link,,,737,1002415,link 1206
N2,24.4166389,91.5661111,bridge,,C,316,1002416,bridge 1191
N2,24.41801138,91.56649373,link,,,316,1002417,link 1207
N2,24.41938386,91.56687636,bridge,,A,153,1002418,bridge 1192
N2,24.42005273,91.56706283,link,,,153,1002419,link 1208
N2,24.4207216,91.5672493,bridge,,A,157,1002420,bridge 1193
N2,24.42140215,91.5674021,link,,,157,1002421,link 1209
N2,24.4220827,91.5675549,bridge,,A,256,1002422,bridge 1194
N2,24.4232077,91.567791,link,,,256,1002423,link 1210
N2,24.4243327,91.5680271,bridge,,C,48,1002424,bridge 1195
N2,24.4248049,91.5681104,link,,,186,1002425,link 1211
N2,24.4260827,91.5682493,bridge,,A,177,1002426,bridge 1196
N2,24.42677715,91.56822155,link,,,177,1002427,link 1212
N2,24.4274716,91.5681938,bridge,,A,145,1002428,bridge 1197
N2,24.4281799,91.5680688,link,,,145,1002429,link 1213
N2,24.4288882,91.5679438,bridge,,B,217,1002430,bridge 1198
N2,24.42986045,91.5680549,link,,,217,1002431,link 1214
N2,24.4308327,91.568166,bridge,,D,325,1002432,bridge 1199
N2,24.4336663,91.5688049,link,,,347,1002433,link 1215
N2,24.4338608,91.5688327,bridge,,A,548,1002434,bridge 1200
N2,24.4363191,91.56902715,link,,,548,1002435,link 1216
N2,24.4387774,91.5692216,bridge,,A,40,1002436,bridge 1201
N2,24.43896044,91.56924192,link,,,40,1002437,link 1217
N2,24.43914347,91.56926223,bridge,,A,349,1002438,bridge 1202
N2,24.44065489,91.56956132,link,,,349,1002439,link 1218
N2,24.4421663,91.5698604,bridge,,A,49,1002440,bridge 1203
N2,24.44261892,91.56997134,link,,,312,1002441,link 1219
N2,24.4449997,91.5705549,bridge,,A,145,1002442,bridge 1204
N2,24.4456247,91.57073545,link,,,145,1002443,link 1220
N2,24.4462497,91.570916,bridge,,A,166,1002444,bridge 1205
N2,24.4469719,91.57111045,link,,,166,1002445,link 1221
N2,24.4476941,91.5713049,bridge,,A,435,1002446,bridge 1206
N2,24.4515833,91.5718604,link,,,572,1002447,link 1222
N2,24.4527222,91.5719993,bridge,,A,48,1002448,bridge 1207
N2,24.45293517,91.57202245,link,,,48,1002449,link 1223
N2,24.45314813,91.5720456,bridge,,A,240,1002450,bridge 1208
N2,24.45421297,91.57216135,link,,,240,1002451,link 1224
N2,24.4552778,91.5722771,bridge,,A,169,1002452,bridge 1209
N2,24.45605555,91.57233265,link,,,169,1002453,link 1225
N2,24.4568333,91.5723882,bridge,,A,270,1002454,bridge 1210
N2,24.45801385,91.57245765,link,,,270,1002455,link 1226
N2,24.4591944,91.5725271,bridge,,C,139,1002456,bridge 1211
N2,24.4604444,91.5726938,link,,,167,1002457,link 1227
N2,24.4605833,91.5744716,bridge,,A,350,1002458,bridge 1212
N2,24.4621111,91.57388825,link,,,350,1002459,link 1228
N2,24.4636389,91.5733049,bridge,,C,99,1002460,bridge 1213
N2,24.46406945,91.57336045,link,,,99,1002461,link 1229
N2,24.4645,91.573416,bridge,,A,521,1002462,bridge 1214
N2,24.466833,91.5735549,link,,,521,1002463,link 1230
N2,24.469166,91.5736938,bridge,,A,194,1002464,bridge 1215
N2,24.4708882,91.5738049,link,,,459,1002465,link 1231
N2,24.4732216,91.5743049,bridge,,A,241,1002466,bridge 1216
N2,24.47423545,91.57461045,link,,,241,1002467,link 1232
N2,24.4752493,91.574916,bridge,,A,355,1002468,bridge 1217
N2,24.4783049,91.5758327,link,,,536,1002469,link 1233
N2,24.4798327,91.5762771,bridge,,A,275,1002470,bridge 1218
N2,24.48101325,91.5766382,link,,,275,1002471,link 1234
N2,24.4821938,91.5769993,bridge,,A,235,1002472,bridge 1219
N2,24.4832356,91.57733265,link,,,235,1002473,link 1235
N2,24.4842774,91.577666,bridge,,B,125,1002474,bridge 1220
N2,24.4847774,91.5778188,link,,,125,1002475,link 1236
N2,24.4852774,91.5779716,bridge,,A,123,1002476,bridge 1221
N2,24.4857774,91.57812435,link,,,123,1002477,link 1237
N2,24.4862774,91.5782771,bridge,,A,80,1002478,bridge 1222
N2,24.4870552,91.5784438,link,,,102,1002479,link 1238
N2,24.4872219,91.5784993,bridge,,B,46,1002480,bridge 1223
N2,24.48740245,91.57855485,link,,,46,1002481,link 1239
N2,24.487583,91.5786104,bridge,,C,444,1002482,bridge 1224
N2,24.4894858,91.579291,link,,,444,1002483,link 1240
N2,24.4913886,91.5799716,bridge,,A,190,1002484,bridge 1225
N2,24.492208,91.5801938,link,,,190,1002485,link 1241
N2,24.4930274,91.580416,bridge,,A,55,1002486,bridge 1226
N2,24.49324965,91.5804438,link,,,55,1002487,link 1242
N2,24.4934719,91.5804716,bridge,,B,62,1002488,bridge 1227
N2,24.4937358,91.58052715,link,,,62,1002489,link 1243
N2,24.4939997,91.5805827,bridge,,C,76,1002490,bridge 1228
N2,24.4943469,91.58065215,link,,,76,1002491,link 1244
N2,24.4946941,91.5807216,bridge,,C,48,1002492,bridge 1229
N2,24.49490245,91.58077715,link,,,48,1002493,link 1245
N2,24.4951108,91.5808327,bridge,,A,63,1002494,bridge 1230
N2,24.4958052,91.5809438,link,,,116,1002495,link 1246
N2,24.4961663,91.5811104,bridge,,A,99,1002496,bridge 1231
N2,24.4965552,91.58134655,link,,,99,1002497,link 1247
N2,24.4969441,91.5815827,bridge,,A,137,1002498,bridge 1232
N2,24.4974719,91.5820827,link,,,137,1002499,link 1248
N2,24.4979997,91.5825827,bridge,,A,61,1002500,bridge 1233
N2,24.49815245,91.5826799,link,,,61,1002501,link 1249
N2,24.4983052,91.5827771,bridge,,A,51,1002502,bridge 1234
N2,24.49851355,91.5829021,link,,,51,1002503,link 1250
N2,24.4987219,91.5830271,bridge,,B,117,1002504,bridge 1235
N2,24.499208,91.58319395,link,,,117,1002505,link 1251
N2,24.4996941,91.5833608,bridge,,C,283,1002506,bridge 1236
N2,24.50094425,91.5836941,link,,,283,1002507,link 1252
N2,24.5021944,91.5840274,bridge,,A,161,1002508,bridge 1237
N2,24.5035833,91.5843608,link,,,389,1002509,link 1253
N2,24.5055556,91.5848886,bridge,,A,82,1002510,bridge 1238
N2,24.5059028,91.58493025,link,,,82,1002511,link 1254
N2,24.50625,91.5849719,bridge,,A,134,1002512,bridge 1239
N2,24.5068472,91.5850969,link,,,134,1002513,link 1255
N2,24.5074444,91.5852219,bridge,,A,135,1002514,bridge 1240
N2,24.5080694,91.5851941,link,,,135,1002515,link 1256
N2,24.5086944,91.5851663,bridge,,A,353,1002516,bridge 1241
N2,24.5102361,91.58523575,link,,,353,1002517,link 1257
N2,24.5117778,91.5853052,bridge,,A,134,1002518,bridge 1242
N2,24.513,91.5853608,link,,,500,1002519,link 1258
N2,24.5159167,91.5867497,bridge,,A,469,1002520,bridge 1243
N2,24.5177219,91.5879719,link,,,469,1002521,link 1259
N2,24.5195271,91.5891941,bridge,,A,164,1002522,bridge 1244
N2,24.5211382,91.5895274,link,,,205,1002523,link 1260
N2,24.5213049,91.5895552,bridge,,A,236,1002524,bridge 1245
N2,24.52237435,91.5899302,link,,,236,1002525,link 1261
N2,24.5234438,91.5903052,bridge,,A,204,1002526,bridge 1246
N2,24.5241521,91.590958,link,,,204,1002527,link 1262
N2,24.5248604,91.5916108,bridge,,A,311,1002528,bridge 1247
N2,24.5258882,91.5925691,link,,,311,1002529,link 1263
N2,24.526916,91.5935274,bridge,,A,206,1002530,bridge 1248
N2,24.5284438,91.5949163,link,,,317,1002531,link 1264
N2,24.5289993,91.5954163,bridge,,A,567,1002532,bridge 1249
N2,24.53119395,91.5968191,link,,,567,1002533,link 1265
N2,24.5333886,91.5982219,bridge,,A,180,1002534,bridge 1250
N2,24.53406915,91.5986941,link,,,180,1002535,link 1266
N2,24.5347497,91.5991663,bridge,,A,132,1002536,bridge 1251
N2,24.535208,91.5996248,link,,,132,1002537,link 1267
N2,24.5356663,91.6000833,bridge,,B,34,1002538,bridge 1252
N2,24.5359719,91.6003889,link,,,88,1002539,link 1268
N2,24.5363052,91.6007222,bridge,,A,144,1002540,bridge 1253
N2,24.53677745,91.60118055,link,,,144,1002541,link 1269
N2,24.5372497,91.6016389,bridge,,C,218,1002542,bridge 1254
N2,24.5379719,91.60234725,link,,,218,1002543,link 1270
N2,24.5386941,91.6030556,bridge,,A,165,1002544,bridge 1255
N2,24.53927745,91.6035556,link,,,165,1002545,link 1271
N2,24.5398608,91.6040556,bridge,,A,219,1002546,bridge 1256
N2,24.54079135,91.6042917,link,,,219,1002547,link 1272
N2,24.5417219,91.6045278,bridge,,A,139,1002548,bridge 1257
N2,24.5423191,91.604625,link,,,139,1002549,link 1273
N2,24.5429163,91.6047222,bridge,,A,57,1002550,bridge 1258
N2,24.5435552,91.6048611,link,,,150,1002551,link 1274
N2,24.5443052,91.6049722,bridge,,A,383,1002552,bridge 1259
N2,24.5460413,91.6052222,link,,,383,1002553,link 1275
N2,24.5477774,91.6054722,bridge,,B,330,1002554,bridge 1260
N2,24.5506667,91.6056111,link,,,401,1002555,link 1276
N2,24.5513056,91.6055278,bridge,,A,276,1002556,bridge 1261
N2,24.5525278,91.60533335,link,,,276,1002557,link 1277
N2,24.55375,91.6051389,bridge,,C,284,1002558,bridge 1262
N2,24.555125,91.6046528,link,,,284,1002559,link 1278
N2,24.5565,91.6041667,bridge,,A,308,1002560,bridge 1263
N2,24.5576389,91.60383335,link,,,308,1002561,link 1279
N2,24.5587778,91.6035,bridge,,A,58,1002562,bridge 1264
N2,24.5593056,91.6034444,link,,,466,1002563,link 1280
N2,24.5628333,91.60275,bridge,,B,376,1002564,bridge 1265
N2,24.5645,91.60279165,link,,,376,1002565,link 1281
N2,24.5661667,91.6028333,bridge,,A,236,1002566,bridge 1266
N2,24.5701938,91.6028611,link,,,300,1002567,link 1282
N2,24.57075635,91.60283858,bridge,,A,592,1002568,bridge 1267
N2,24.57315563,91.60187764,link,,,592,1002569,link 1283
N2,24.5755549,91.6009167,bridge,,A,329,1002570,bridge 1268
N2,24.5779716,91.5990552,link,,,643,1002571,link 1284
N2,24.5805827,91.597833,bridge,,A,260,1002572,bridge 1269
N2,24.5816799,91.59840245,link,,,260,1002573,link 1285
N2,24.5827771,91.5989719,bridge,,A,242,1002574,bridge 1270
N2,24.58379115,91.5993191,link,,,242,1002575,link 1286
N2,24.5848052,91.5996663,bridge,,A,231,1002576,bridge 1271
N2,24.5868052,91.6003333,link,,,317,1002577,link 1287
N2,24.5875274,91.6005833,bridge,,B,252,1002578,bridge 1272
N2,24.58859685,91.60094445,link,,,252,1002579,link 1288
N2,24.5896663,91.6013056,bridge,,B,189,1002580,bridge 1273
N2,24.5910552,91.6014167,link,,,415,1002581,link 1289
N2,24.5927774,91.6023056,bridge,,C,296,1002582,bridge 1274
N2,24.5949719,91.6040556,link,,,377,1002583,link 1290
N2,24.5952774,91.6047222,bridge,,B,405,1002584,bridge 1275
N2,24.5955691,91.60666665,link,,,405,1002585,link 1291
N2,24.5958608,91.6086111,bridge,,A,288,1002586,bridge 1276
N2,24.5960691,91.61,link,,,288,1002587,link 1292
N2,24.5962774,91.6113889,bridge,,D,225,1002588,bridge 1277
N2,24.597583,91.6131944,link,,,697,1002589,link 1293
N2,24.6011944,91.6156111,bridge,,A,400,1002590,bridge 1278
N2,24.60265275,91.6166941,link,,,400,1002591,link 1294
N2,24.6041111,91.6177771,bridge,,B,112,1002592,bridge 1279
N2,24.60452775,91.6181521,link,,,112,1002593,link 1295
N2,24.6049444,91.6185271,bridge,,C,20,1002594,bridge 1280
N2,24.6050556,91.618666,link,,,397,1002595,link 1296
N2,24.6071389,91.6216104,bridge,,A,606,1002596,bridge 1281
N2,24.6104722,91.6263604,link,,,634,1002597,link 1297
N2,24.6105556,91.6265549,bridge,,A,138,1002598,bridge 1282
N2,24.6109167,91.62711045,link,,,138,1002599,link 1298
N2,24.6112778,91.627666,bridge,,B,216,1002600,bridge 1283
N2,24.61181945,91.628541,link,,,216,1002601,link 1299
N2,24.6123611,91.629416,bridge,,A,218,1002602,bridge 1284
N2,24.6134167,91.6312493,link,,,581,1002603,link 1300
N2,24.6134722,91.6347774,bridge,,B,96,1002604,bridge 1285
N2,24.6134722,91.6357497,link,,,966,1002605,link 1301
N2,24.6128611,91.6441941,bridge,,A,110,1002606,bridge 1286
N2,24.6130556,91.6452497,link,,,757,1002607,link 1302
N2,24.6143611,91.6514167,bridge,,B,353,1002608,bridge 1287
N2,24.6153333,91.65475,link,,,917,1002609,link 1303
N2,24.6169438,91.66,bridge,,B,436,1002610,bridge 1288
N2,24.6195827,91.6631667,link,,,1325,1002611,link 1304
N2,24.6238604,91.6702771,bridge,,A,120,1002612,bridge 1289
N2,24.6242493,91.6713882,link,,,391,1002613,link 1305
