roadNo	roadId	startChainage	endChainage	width	nrLanes
N602	1368	0	0.102	7.6	2
N602	1368	0.102	0.15	15	4
N602	1368	0.15	0.45	13	4
N602	1368	0.45	1	10	3
N602	1368	1	1.8	13.5	4
N602	1368	1.8	2.14	12	3
N602	1368	2.14	2.22	16.5	4
N602	1368	2.22	2.32	9.2	3
N602	1368	2.32	2.5	6.2	2
N602	1368	2.5	3	7.6	2
N602	1368	3	4.2	7.9	2
N602	1368	4.2	4.3	10	3
N602	1368	4.3	4.5	7	2
N602	1368	4.5	4.7	7.5	2
N602	1368	4.7	4.82	10	3
N602	1368	4.82	5	10	3
N602	1368	5	5.64	7.6	2
