roadNo	roadId	startChainage	endChainage	width	nrLanes
N809	1560	0	2.49	12.8	4
N809	1560	2.49	2.77	7.3	2
N809	1560	3.18	7	5.8	2
N809	1560	7	16.56	5.8	2
N809	1560	25.69	35.195	5.6	2
N809	1560	35.195	42.16	5.8	2
N809	1560	57.785	58.445	5.5	2
N809	1560	58.445	58.475	9	3
N809	1560	58.475	63.565	5.5	2
N809	1560	63.565	63.665	10.25	3
N809	1560	63.665	67.775	5.5	2
N809	1560	67.775	67.815	25	4
