road	N405
name	Elenga-Nalka-Hatikamrul Road (Nalka-Hatikamrul RHD Part)
length	41
from	Elenga
to	Hatikamrul
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1508
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1508&RoadNo=N405
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1508&RoadNo=N405
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1508&RoadNo=N405
