roadNo	roadId	startChainage	endChainage	width	nrLanes
N508	1267	0	0.17	13.2	4
N508	1267	0.17	1.555	7.3	2
N508	1267	1.555	1.755	9.3	3
N508	1267	1.755	6.575	7.3	2
N508	1267	6.575	6.875	13.2	4
N508	1267	6.875	10.805	7.3	2
N508	1267	10.805	11.955	7.3	2
N508	1267	11.955	12.805	13.2	4
N508	1267	12.805	15.375	6.6	2
N508	1267	15.375	15.975	9.5	3
